Node Number	Temperature (K)
573	800.
574	800.
575	800.
576	800.
577	800.
578	800.
579	800.
580	800.
581	800.
582	800.
583	800.
584	800.
585	800.
586	800.
587	800.
588	800.
589	800.
590	800.
591	800.
592	800.
593	800.
594	800.
595	800.
596	800.
597	799.99
598	799.99
599	799.99
600	799.99
601	799.99
602	799.99
603	799.99
604	799.99
605	799.99
606	799.99
607	799.99
608	799.99
609	799.99
610	799.99
611	799.99
612	799.99
613	799.99
614	799.99
615	799.99
616	799.99
617	799.99
618	799.99
619	799.99
620	799.99
621	799.99
622	799.99
623	799.99
624	799.99
625	799.99
626	799.99
627	799.99
628	799.99
629	799.99
630	799.99
631	799.99
632	799.99
633	799.98
634	799.98
635	799.98
636	799.98
637	799.98
638	799.98
639	799.98
640	799.98
641	799.98
642	799.98
643	799.98
644	799.98
645	799.98
646	799.98
647	799.98
648	799.98
649	799.98
650	799.98
651	799.98
652	799.98
653	799.98
654	799.98
655	799.98
656	799.98
657	799.98
658	799.98
659	799.98
660	799.98
661	799.98
662	799.98
663	799.98
664	799.98
665	799.98
666	799.98
667	799.98
668	799.98
669	799.98
670	799.98
671	799.98
672	799.98
673	799.98
674	799.98
675	799.98
676	799.98
677	799.98
678	799.98
679	799.98
680	799.98
681	799.98
682	799.98
683	799.98
684	799.98
685	799.98
686	799.98
687	799.98
688	799.98
689	799.98
690	799.98
691	799.98
692	799.98
693	799.98
694	799.98
695	799.98
696	799.98
697	799.98
698	799.98
699	799.98
700	799.98
701	799.98
702	799.98
703	799.98
704	799.98
705	799.98
706	799.98
707	799.98
708	799.98
709	799.98
710	799.98
711	799.98
712	799.98
713	799.98
714	799.98
715	799.98
716	799.98
717	799.98
718	799.98
719	799.98
720	799.98
721	799.98
722	799.98
723	799.98
724	799.98
725	799.98
726	799.98
727	799.98
728	799.98
729	799.98
730	799.98
731	799.98
732	799.98
733	799.98
734	799.98
735	799.98
736	799.98
737	799.98
738	799.98
739	800.12
740	800.12
741	800.12
742	800.12
743	800.11
744	800.11
745	800.11
746	800.11
747	800.11
748	800.1
749	800.1
750	800.1
751	800.1
752	800.1
753	800.09
754	800.09
755	800.09
756	800.09
757	800.08
758	800.08
759	800.08
760	800.08
761	800.07
762	800.07
763	800.07
764	800.07
765	800.07
766	800.06
767	800.06
768	800.06
769	800.06
770	800.06
771	800.05
772	800.05
773	800.05
774	800.05
775	800.05
776	800.05
777	800.04
778	800.04
779	800.04
780	800.03
781	800.03
782	800.03
783	800.03
784	800.02
785	800.02
786	800.02
787	800.02
788	800.01
789	800.01
790	800.01
791	800.01
792	800.01
793	800.
794	800.
795	800.
796	800.
797	800.
798	799.99
799	799.99
800	799.99
801	799.99
802	799.98
803	799.98
804	799.98
805	799.98
806	800.6
807	800.53
808	800.49
809	800.46
810	800.4
811	800.37
812	800.35
813	800.33
814	800.31
815	800.27
816	800.26
817	800.25
818	800.24
819	800.22
820	800.21
821	800.2
822	800.19
823	800.18
824	800.17
825	800.16
826	800.16
827	800.15
828	800.14
829	800.14
830	800.13
831	800.13
832	800.13
833	801.91
834	800.66
835	800.72
836	800.73
837	800.72
838	800.75
839	800.74
840	800.74
841	800.78
842	800.76
843	800.75
844	800.81
845	800.78
846	800.77
847	800.86
848	800.79
849	800.81
850	800.9
851	800.82
852	800.9
853	800.87
854	800.84
855	800.95
856	800.87
857	800.87
858	800.99
859	800.88
860	800.89
861	801.01
862	800.94
863	800.9
864	801.03
865	800.87
866	800.91
867	800.99
868	801.06
869	801.07
870	800.93
871	800.83
872	801.08
873	800.76
874	800.8
875	801.15
876	800.69
877	800.77
878	800.9
879	801.06
880	800.77
881	800.78
882	800.54
883	801.18
884	800.62
885	800.38
886	801.37
887	800.42
888	800.44
889	801.74
890	800.49
891	800.16
892	801.43
893	801.25
894	801.18
895	800.88
896	801.42
897	801.33
898	800.75
899	800.95
900	807.92
901	804.97
902	807.33
903	809.
904	805.65
905	803.46
906	804.27
907	803.81
908	803.47
909	798.91
910	798.14
911	797.74
912	797.46
913	797.29
914	797.08
915	796.93
916	796.83
917	796.7
918	796.59
919	796.52
920	796.43
921	796.34
922	796.29
923	796.21
924	796.14
925	796.09
926	796.02
927	795.95
928	795.9
929	795.84
930	795.8
931	795.76
932	795.72
933	795.67
934	795.64
935	795.6
936	795.56
937	795.53
938	795.49
939	795.44
940	795.41
941	795.37
942	795.33
943	795.3
944	795.25
945	795.21
946	795.18
947	795.13
948	795.08
949	795.05
950	795.
951	794.95
952	794.92
953	794.88
954	794.84
955	794.82
956	794.79
957	794.76
958	794.73
959	794.7
960	794.67
961	794.64
962	794.61
963	794.58
964	794.54
965	794.52
966	794.48
967	794.44
968	794.41
969	794.37
970	794.34
971	794.32
972	794.3
973	794.28
974	794.26
975	794.24
976	794.21
977	794.2
978	794.17
979	794.15
980	794.13
981	794.1
982	794.07
983	794.05
984	794.02
985	794.
986	793.98
987	793.97
988	793.95
989	793.94
990	793.92
991	793.91
992	793.9
993	793.88
994	793.86
995	793.85
996	793.83
997	793.81
998	793.79
999	793.77
1000	793.76
1001	793.75
1002	793.74
1003	793.73
1004	793.72
1005	793.71
1006	793.7
1007	793.7
1008	793.69
1009	793.67
1010	793.66
1011	793.65
1012	793.64
1013	793.63
1014	793.62
1015	793.61
1016	793.62
1017	793.63
1018	793.79
1019	799.21
1020	799.8
1021	799.21
1022	799.24
1023	799.1
1024	799.32
1025	799.29
1026	799.51
1027	799.4
1028	799.5
1029	799.43
1030	799.41
1031	799.42
1032	799.32
1033	799.29
1034	799.12
1035	799.11
1036	799.15
1037	799.13
1038	799.3
1039	799.3
1040	799.29
1041	799.27
1042	799.3
1043	799.3
1044	799.3
1045	799.34
1046	799.29
1047	799.21
1048	799.34
1049	799.19
1050	799.21
1051	799.2
1052	799.27
1053	799.31
1054	799.43
1055	799.33
1056	799.44
1057	799.39
1058	799.41
1059	799.42
1060	799.12
1061	799.13
1062	799.36
1063	799.28
1064	799.48
1065	799.21
1066	799.23
1067	799.18
1068	799.19
1069	799.07
1070	799.15
1071	799.2
1072	799.34
1073	799.25
1074	799.19
1075	799.07
1076	798.98
1077	799.23
1078	799.09
1079	799.1
1080	799.2
1081	798.94
1082	799.34
1083	799.41
1084	799.3
1085	799.27
1086	799.45
1087	800.28
1088	800.25
1089	799.36
1090	799.54
1091	799.11
1092	799.61
1093	799.34
1094	799.34
1095	799.32
1096	799.3
1097	799.32
1098	799.3
1099	799.31
1100	799.29
1101	799.28
1102	799.21
1103	799.18
1104	799.05
1105	799.09
1106	799.03
1107	799.05
1108	799.12
1109	799.17
1110	799.14
1111	799.19
1112	799.2
1113	799.19
1114	799.2
1115	799.2
1116	799.41
1117	799.44
1118	799.41
1119	799.41
1120	799.41
1121	799.41
1122	799.41
1123	799.38
1124	799.4
1125	799.44
1126	799.43
1127	799.38
1128	799.41
1129	799.42
1130	799.32
1131	799.37
1132	799.37
1133	799.34
1134	799.34
1135	799.4
1136	799.41
1137	799.46
1138	799.51
1139	799.54
1140	799.49
1141	799.48
1142	799.51
1143	799.5
1144	799.59
1145	799.54
1146	799.56
1147	799.57
1148	799.96
1149	800.09
1150	800.07
1151	800.15
1152	800.17
1153	800.22
1154	800.3
1155	800.3
1156	800.32
1157	800.37
1158	800.4
1159	800.38
1160	800.44
1161	800.47
1162	800.53
1163	800.5
1164	800.83
1165	800.74
1166	800.92
1167	798.99
1168	799.15
1169	800.3
1170	799.
1171	799.16
1172	800.33
1173	799.1
1174	799.22
1175	799.42
1176	799.55
1177	799.46
1178	800.23
1179	800.4
1180	800.44
1181	800.2
1182	800.17
1183	800.19
1184	800.1
1185	800.16
1186	799.45
1187	799.56
1188	800.23
1189	799.11
1190	799.14
1191	798.85
1192	798.97
1193	798.99
1194	799.07
1195	799.02
1196	799.11
1197	799.51
1198	799.52
1199	800.36
1200	799.14
1201	800.79
1202	800.64
1203	800.54
1204	800.58
1205	800.37
1206	800.37
1207	800.34
1208	800.29
1209	800.3
1210	800.23
1211	800.04
1212	799.96
1213	799.28
1214	799.24
1215	799.24
1216	799.22
1217	799.21
1218	799.22
1219	799.21
1220	799.19
1221	799.2
1222	799.19
1223	799.18
1224	799.18
1225	799.1
1226	799.07
1227	799.07
1228	798.96
1229	798.97
1230	798.95
1231	798.95
1232	798.95
1233	799.02
1234	799.02
1235	799.02
1236	799.03
1237	799.01
1238	799.07
1239	799.08
1240	799.1
1241	799.09
1242	799.09
1243	799.12
1244	799.13
1245	799.18
1246	799.3
1247	799.48
1248	799.57
1249	799.51
1250	799.51
1251	799.52
1252	799.52
1253	799.52
1254	799.52
1255	799.51
1256	799.52
1257	799.52
1258	799.51
1259	799.49
1260	799.53
1261	799.51
1262	799.46
1263	799.5
1264	799.51
1265	799.48
1266	799.49
1267	799.47
1268	799.45
1269	799.43
1270	799.32
1271	799.25
1272	799.31
1273	799.35
1274	799.45
1275	799.47
1276	799.48
1277	799.46
1278	799.53
1279	799.51
1280	799.52
1281	799.57
1282	799.62
1283	799.59
1284	799.58
1285	799.62
1286	799.61
1287	799.69
1288	799.68
1289	799.65
1290	799.7
1291	799.71
1292	799.7
1293	799.45
1294	799.5
1295	799.91
1296	800.08
1297	800.22
1298	800.19
1299	800.27
1300	800.25
1301	800.28
1302	800.42
1303	800.41
1304	800.42
1305	800.44
1306	800.46
1307	800.49
1308	800.47
1309	800.53
1310	800.51
1311	800.57
1312	800.66
1313	800.62
1314	801.08
1315	801.37
1316	798.88
1317	798.92
1318	798.92
1319	798.89
1320	798.82
1321	800.18
1322	800.13
1323	799.1
1324	799.6
1325	800.52
1326	793.86
1327	794.39
1328	800.08
1329	800.05
1330	799.74
1331	799.67
1332	799.48
1333	799.5
1334	799.25
1335	799.09
1336	799.13
1337	798.87
1338	798.99
1339	799.01
1340	799.07
1341	798.93
1342	798.97
1343	798.95
1344	799.06
1345	798.95
1346	799.08
1347	799.27
1348	799.22
1349	799.46
1350	799.29
1351	799.41
1352	799.42
1353	799.41
1354	799.53
1355	799.65
1356	799.6
1357	799.7
1358	799.82
1359	800.41
1360	800.67
1361	801.33
1362	797.98
1363	794.04
1364	793.44
1365	798.75
1366	799.1
1367	800.56
1368	792.85
1369	792.85
1370	792.91
1371	792.88
1372	793.01
1373	792.96
1374	793.1
1375	793.08
1376	793.1
1377	793.11
1378	793.16
1379	793.19
1380	793.19
1381	793.27
1382	793.25
1383	793.29
1384	793.43
1385	793.51
1386	793.74
1387	793.77
1388	793.86
1389	793.92
1390	793.88
1391	793.97
1392	793.95
1393	794.01
1394	794.25
1395	794.29
1396	794.5
1397	794.58
1398	794.53
1399	794.79
1400	795.11
1401	795.05
1402	795.17
1403	795.33
1404	795.61
1405	795.65
1406	795.94
1407	796.38
1408	796.59
1409	798.35
1410	799.25
1411	800.18
1412	800.37
1413	800.32
1414	800.28
1415	800.22
1416	800.21
1417	800.24
1418	800.23
1419	800.2
1420	800.17
1421	800.14
1422	800.12
1423	800.07
1424	800.08
1425	800.07
1426	800.08
1427	800.05
1428	800.01
1429	799.99
1430	799.95
1431	799.93
1432	799.83
1433	799.87
1434	799.85
1435	799.83
1436	799.74
1437	799.82
1438	799.65
1439	799.71
1440	799.79
1441	799.73
1442	799.61
1443	799.68
1444	799.67
1445	799.56
1446	799.57
1447	799.49
1448	799.52
1449	799.5
1450	799.37
1451	799.37
1452	799.28
1453	799.15
1454	799.19
1455	799.15
1456	799.15
1457	799.12
1458	799.15
1459	799.13
1460	799.12
1461	799.12
1462	799.1
1463	799.11
1464	799.1
1465	799.1
1466	799.09
1467	799.09
1468	799.08
1469	799.04
1470	799.03
1471	799.02
1472	799.02
1473	799.01
1474	799.01
1475	799.02
1476	799.
1477	798.96
1478	798.95
1479	798.96
1480	798.92
1481	798.89
1482	798.87
1483	798.69
1484	798.79
1485	798.82
1486	798.85
1487	798.87
1488	798.91
1489	798.92
1490	798.93
1491	798.93
1492	798.97
1493	798.97
1494	798.9
1495	798.91
1496	798.96
1497	798.94
1498	798.98
1499	798.97
1500	799.
1501	798.98
1502	798.99
1503	799.01
1504	799.
1505	799.04
1506	798.99
1507	799.03
1508	798.96
1509	799.15
1510	799.26
1511	799.26
1512	799.25
1513	799.23
1514	799.24
1515	799.32
1516	799.27
1517	799.22
1518	799.24
1519	799.23
1520	799.25
1521	799.3
1522	799.29
1523	799.32
1524	799.26
1525	799.29
1526	799.24
1527	799.23
1528	799.23
1529	799.23
1530	799.25
1531	799.27
1532	799.31
1533	799.3
1534	799.27
1535	799.25
1536	799.25
1537	799.25
1538	799.25
1539	799.12
1540	799.14
1541	799.26
1542	799.27
1543	799.28
1544	799.27
1545	799.22
1546	799.27
1547	799.24
1548	799.25
1549	799.26
1550	799.27
1551	799.24
1552	799.28
1553	799.28
1554	799.27
1555	799.28
1556	799.28
1557	799.28
1558	799.29
1559	799.29
1560	799.3
1561	799.29
1562	799.28
1563	799.27
1564	799.42
1565	799.3
1566	799.32
1567	799.32
1568	799.31
1569	799.4
1570	799.
1571	799.23
1572	799.39
1573	799.4
1574	799.38
1575	799.4
1576	799.44
1577	799.46
1578	799.5
1579	799.42
1580	799.42
1581	799.42
1582	799.42
1583	799.41
1584	799.42
1585	799.43
1586	799.43
1587	799.43
1588	799.43
1589	799.42
1590	799.42
1591	799.41
1592	799.41
1593	799.4
1594	799.38
1595	799.37
1596	799.41
1597	799.41
1598	799.4
1599	799.4
1600	799.39
1601	799.46
1602	799.47
1603	799.41
1604	799.4
1605	799.29
1606	799.28
1607	799.42
1608	799.41
1609	799.4
1610	799.41
1611	799.39
1612	799.39
1613	799.42
1614	799.43
1615	799.33
1616	799.38
1617	799.37
1618	799.39
1619	799.38
1620	799.41
1621	799.32
1622	799.31
1623	799.31
1624	799.3
1625	799.4
1626	799.37
1627	799.32
1628	799.37
1629	799.41
1630	799.39
1631	799.38
1632	799.37
1633	799.39
1634	799.39
1635	799.38
1636	799.38
1637	799.51
1638	799.6
1639	799.56
1640	799.65
1641	799.63
1642	799.61
1643	799.61
1644	799.62
1645	799.62
1646	799.62
1647	799.63
1648	799.61
1649	799.62
1650	799.61
1651	799.61
1652	799.59
1653	799.6
1654	799.6
1655	799.61
1656	799.63
1657	799.61
1658	799.58
1659	799.57
1660	799.61
1661	799.61
1662	799.61
1663	799.61
1664	799.58
1665	799.59
1666	799.57
1667	799.56
1668	799.55
1669	799.51
1670	799.48
1671	799.4
1672	799.45
1673	799.36
1674	799.37
1675	799.39
1676	799.37
1677	799.44
1678	799.59
1679	799.49
1680	799.57
1681	799.57
1682	799.59
1683	799.57
1684	799.59
1685	799.62
1686	799.62
1687	799.64
1688	799.63
1689	799.64
1690	799.63
1691	799.66
1692	799.71
1693	799.68
1694	799.69
1695	799.68
1696	799.7
1697	799.72
1698	799.71
1699	799.72
1700	799.74
1701	799.72
1702	799.77
1703	799.77
1704	799.78
1705	799.79
1706	799.79
1707	799.83
1708	799.81
1709	799.72
1710	799.66
1711	799.63
1712	799.62
1713	799.62
1714	799.63
1715	799.63
1716	799.69
1717	799.66
1718	799.71
1719	799.73
1720	799.86
1721	800.06
1722	800.15
1723	800.17
1724	800.23
1725	800.33
1726	800.31
1727	800.34
1728	800.36
1729	800.43
1730	800.39
1731	800.42
1732	800.43
1733	800.5
1734	800.46
1735	800.55
1736	800.49
1737	800.53
1738	800.52
1739	800.54
1740	800.53
1741	800.53
1742	800.57
1743	800.62
1744	800.75
1745	800.69
1746	801.33
1747	801.93
1748	800.42
1749	801.18
1750	799.57
1751	800.07
1752	798.43
1753	799.
1754	797.16
1755	797.54
1756	796.41
1757	796.6
1758	796.02
1759	795.74
1760	795.87
1761	795.36
1762	794.98
1763	794.83
1764	794.86
1765	794.69
1766	794.69
1767	794.72
1768	794.53
1769	794.67
1770	794.43
1771	794.39
1772	794.16
1773	794.1
1774	794.13
1775	794.07
1776	794.02
1777	793.91
1778	793.95
1779	793.98
1780	793.64
1781	793.6
1782	793.61
1783	793.64
1784	793.42
1785	793.32
1786	793.31
1787	798.79
1788	798.81
1789	798.81
1790	798.82
1791	798.74
1792	798.79
1793	798.68
1794	793.06
1795	793.24
1796	793.08
1797	793.05
1798	793.08
1799	793.03
1800	793.05
1801	793.03
1802	793.06
1803	792.9
1804	793.01
1805	798.67
1806	798.77
1807	799.01
1808	798.89
1809	798.62
1810	799.58
1811	799.22
1812	799.08
1813	799.67
1814	799.66
1815	799.82
1816	800.53
1817	800.54
1818	800.55
1819	801.98
1820	793.25
1821	798.87
1822	798.72
1823	794.83
1824	793.09
1825	792.85
1826	798.97
1827	798.84
1828	798.73
1829	793.17
1830	793.18
1831	793.21
1832	793.24
1833	793.29
1834	793.19
1835	793.21
1836	793.2
1837	793.22
1838	793.25
1839	793.25
1840	793.24
1841	798.55
1842	798.61
1843	798.64
1844	798.67
1845	798.7
1846	798.72
1847	798.72
1848	798.72
1849	793.4
1850	793.39
1851	793.38
1852	793.35
1853	793.46
1854	793.47
1855	793.5
1856	793.51
1857	793.56
1858	793.58
1859	793.6
1860	793.63
1861	793.65
1862	793.66
1863	793.69
1864	793.76
1865	793.78
1866	793.74
1867	793.8
1868	793.84
1869	794.06
1870	794.07
1871	794.09
1872	794.13
1873	794.16
1874	794.17
1875	794.2
1876	794.28
1877	794.31
1878	794.33
1879	794.44
1880	794.54
1881	794.57
1882	794.67
1883	794.69
1884	794.75
1885	794.88
1886	794.88
1887	794.92
1888	794.97
1889	795.
1890	795.04
1891	795.1
1892	795.37
1893	795.46
1894	795.51
1895	795.55
1896	795.82
1897	795.95
1898	796.08
1899	796.47
1900	796.64
1901	796.87
1902	797.48
1903	797.84
1904	798.25
1905	799.24
1906	799.85
1907	800.43
1908	800.91
1909	801.95
1910	802.81
1911	802.81
1912	801.86
1913	801.06
1914	800.9
1915	800.8
1916	800.75
1917	800.75
1918	800.73
1919	800.7
1920	800.65
1921	800.64
1922	800.62
1923	800.62
1924	800.62
1925	800.63
1926	800.64
1927	800.68
1928	800.66
1929	800.65
1930	800.63
1931	800.65
1932	800.63
1933	800.61
1934	800.62
1935	800.59
1936	800.63
1937	800.59
1938	800.57
1939	800.54
1940	800.53
1941	800.53
1942	800.52
1943	800.5
1944	800.48
1945	800.46
1946	800.45
1947	800.44
1948	800.42
1949	800.42
1950	800.4
1951	800.35
1952	800.27
1953	800.26
1954	799.94
1955	799.98
1956	799.88
1957	799.85
1958	799.86
1959	799.85
1960	799.82
1961	799.79
1962	799.77
1963	799.77
1964	799.76
1965	799.74
1966	799.75
1967	799.76
1968	799.72
1969	799.92
1970	799.88
1971	799.9
1972	799.9
1973	799.87
1974	799.88
1975	799.86
1976	799.86
1977	799.86
1978	799.84
1979	799.84
1980	799.81
1981	799.81
1982	799.81
1983	799.8
1984	799.79
1985	799.8
1986	799.79
1987	799.8
1988	799.77
1989	799.79
1990	799.79
1991	799.78
1992	799.75
1993	799.75
1994	799.74
1995	799.73
1996	799.73
1997	799.73
1998	799.74
1999	799.74
2000	799.73
2001	799.72
2002	799.72
2003	799.7
2004	799.69
2005	799.68
2006	799.68
2007	799.68
2008	799.68
2009	799.66
2010	799.61
2011	799.57
2012	799.54
2013	799.52
2014	799.51
2015	799.5
2016	799.51
2017	799.53
2018	799.56
2019	799.58
2020	799.6
2021	799.62
2022	799.64
2023	799.66
2024	799.67
2025	799.68
2026	799.68
2027	799.68
2028	799.7
2029	799.71
2030	799.7
2031	799.7
2032	799.66
2033	799.69
2034	799.68
2035	799.71
2036	799.76
2037	799.72
2038	799.7
2039	799.7
2040	799.7
2041	799.7
2042	799.77
2043	799.73
2044	799.71
2045	799.7
2046	799.7
2047	799.7
2048	799.71
2049	799.72
2050	799.73
2051	799.72
2052	799.7
2053	799.71
2054	799.71
2055	799.7
2056	799.71
2057	799.74
2058	799.73
2059	799.74
2060	799.69
2061	799.65
2062	799.56
2063	799.52
2064	799.53
2065	799.53
2066	799.53
2067	799.52
2068	799.53
2069	799.52
2070	799.55
2071	799.55
2072	799.53
2073	799.51
2074	799.48
2075	799.5
2076	799.46
2077	799.49
2078	799.52
2079	799.52
2080	799.54
2081	799.54
2082	799.52
2083	799.48
2084	799.48
2085	799.48
2086	799.49
2087	799.54
2088	799.54
2089	799.53
2090	799.52
2091	799.5
2092	799.53
2093	799.53
2094	799.48
2095	799.47
2096	799.49
2097	799.47
2098	799.57
2099	799.57
2100	799.57
2101	799.55
2102	799.54
2103	799.54
2104	799.54
2105	799.54
2106	799.55
2107	799.54
2108	799.54
2109	799.53
2110	799.54
2111	799.55
2112	799.58
2113	799.55
2114	799.53
2115	799.46
2116	799.56
2117	799.56
2118	799.56
2119	799.58
2120	799.6
2121	799.57
2122	799.55
2123	799.53
2124	799.52
2125	799.52
2126	799.55
2127	799.55
2128	799.55
2129	799.52
2130	799.51
2131	799.53
2132	799.54
2133	799.55
2134	799.55
2135	799.56
2136	799.55
2137	799.56
2138	799.56
2139	799.56
2140	799.57
2141	799.57
2142	799.56
2143	799.57
2144	799.58
2145	799.56
