Node Number	Thermal Strain (mm/mm)
1370	9.0894e-003
1371	9.0913e-003
1372	9.0931e-003
1373	9.0951e-003
1374	9.0978e-003
1375	9.1005e-003
1376	9.102e-003
1377	9.1038e-003
1378	9.1077e-003
1379	9.1122e-003
1380	9.1178e-003
1381	9.1251e-003
1382	9.1295e-003
1383	9.1346e-003
1384	9.1478e-003
1385	9.1659e-003
1386	9.1884e-003
1387	9.2091e-003
1388	9.2453e-003
1389	9.2479e-003
1390	9.2485e-003
1391	9.2455e-003
1392	9.2405e-003
1393	9.2281e-003
1394	9.218e-003
1395	9.2123e-003
1396	9.2104e-003
1397	9.2093e-003
1398	9.2083e-003
1399	9.208e-003
1400	9.208e-003
1401	9.2065e-003
1402	9.2061e-003
1403	9.2059e-003
1404	9.2056e-003
1405	9.2054e-003
1406	9.2049e-003
1407	9.205e-003
1408	9.2052e-003
1409	9.2051e-003
1410	9.2048e-003
1411	9.2048e-003
1412	9.2049e-003
1413	9.205e-003
1414	9.2052e-003
1415	9.2051e-003
1416	9.205e-003
1417	9.2049e-003
1418	9.2048e-003
1419	9.2045e-003
1420	9.2044e-003
1421	9.2042e-003
1422	9.2041e-003
1423	9.204e-003
1424	9.2041e-003
1425	9.204e-003
1426	9.2039e-003
1427	9.2038e-003
1428	9.2037e-003
1429	9.2031e-003
1430	9.2028e-003
1431	9.2024e-003
1432	9.2022e-003
1433	9.2025e-003
1434	9.2025e-003
1435	9.2022e-003
1436	9.2018e-003
1437	9.2016e-003
1438	9.2014e-003
1439	9.2011e-003
1440	9.2006e-003
1441	9.2002e-003
1442	9.1996e-003
1443	9.1994e-003
1444	9.1988e-003
1445	9.1984e-003
1446	9.1977e-003
1447	9.1966e-003
1448	9.196e-003
1449	9.195e-003
1450	9.1937e-003
1451	9.1912e-003
1452	9.1899e-003
1453	9.1893e-003
1454	9.1891e-003
1455	9.188e-003
1456	9.1873e-003
1457	9.1872e-003
1458	9.1868e-003
1459	9.1862e-003
1460	9.1859e-003
1461	9.1855e-003
1462	9.1851e-003
1463	9.185e-003
1464	9.1847e-003
1465	9.1848e-003
1466	9.1846e-003
1467	9.1845e-003
1468	9.1843e-003
1469	9.184e-003
1470	9.1839e-003
1471	9.1837e-003
1472	9.1834e-003
1473	9.1835e-003
1474	9.1833e-003
1475	9.183e-003
1476	9.1827e-003
1477	9.1823e-003
1478	9.1823e-003
1479	9.1818e-003
1480	9.1816e-003
1481	9.1811e-003
1482	9.1804e-003
1483	9.179e-003
1484	9.1774e-003
1485	9.1778e-003
1486	9.1788e-003
1487	9.1792e-003
1488	9.1797e-003
1489	9.18e-003
1490	9.1805e-003
1491	9.1805e-003
1492	9.1807e-003
1493	9.1808e-003
1494	9.1811e-003
1495	9.181e-003
1496	9.1813e-003
1497	9.1813e-003
1498	9.1815e-003
1499	9.1814e-003
1500	9.1814e-003
1501	9.1814e-003
1502	9.1814e-003
1503	9.1814e-003
1504	9.1815e-003
1505	9.1814e-003
1506	9.1815e-003
1507	9.1812e-003
1508	9.1815e-003
1509	9.1814e-003
1510	9.1815e-003
1511	9.1816e-003
1512	9.1816e-003
1513	9.1816e-003
1514	9.1816e-003
1515	9.1815e-003
1516	9.1815e-003
1517	9.1816e-003
1518	9.1815e-003
1519	9.1815e-003
1520	9.1816e-003
1521	9.1817e-003
1522	9.1817e-003
1523	9.1817e-003
1524	9.1817e-003
1525	9.1817e-003
1526	9.1817e-003
1527	9.1817e-003
1528	9.1817e-003
1529	9.1817e-003
1530	9.1817e-003
1531	9.1819e-003
1532	9.1818e-003
1533	9.1818e-003
1534	9.1818e-003
1535	9.1818e-003
1536	9.1818e-003
1537	9.1818e-003
1538	9.1818e-003
1539	9.1818e-003
1540	9.1819e-003
1541	9.1818e-003
1542	9.1819e-003
1543	9.1818e-003
1544	9.182e-003
1545	9.1819e-003
1546	9.1819e-003
1547	9.182e-003
1548	9.1819e-003
1549	9.1817e-003
1550	9.1819e-003
1551	9.1818e-003
1552	9.1817e-003
1553	9.1819e-003
1554	9.1821e-003
1555	9.1821e-003
1556	9.1824e-003
1557	9.1823e-003
1558	9.182e-003
1559	9.1819e-003
1560	9.1819e-003
1561	9.1819e-003
1562	9.182e-003
1563	9.1818e-003
1564	9.182e-003
1565	9.1819e-003
1566	9.182e-003
1567	9.182e-003
1568	9.1821e-003
1569	9.182e-003
1570	9.1821e-003
1571	9.1819e-003
1572	9.1821e-003
1573	9.182e-003
1574	9.1821e-003
1575	9.182e-003
1576	9.1822e-003
1577	9.1821e-003
1578	9.1822e-003
1579	9.182e-003
1580	9.1821e-003
1581	9.1822e-003
1582	9.1821e-003
1583	9.1822e-003
1584	9.1821e-003
1585	9.1822e-003
1586	9.1822e-003
1587	9.1822e-003
1588	9.1823e-003
1589	9.1826e-003
1590	9.1823e-003
1591	9.1823e-003
1592	9.1821e-003
1593	9.1822e-003
1594	9.1822e-003
1595	9.1824e-003
1596	9.1823e-003
1597	9.1824e-003
1598	9.1823e-003
1599	9.1824e-003
1600	9.1823e-003
1601	9.1825e-003
1602	9.1824e-003
1603	9.1825e-003
1604	9.1825e-003
1605	9.1826e-003
1606	9.1826e-003
1607	9.1829e-003
1608	9.1827e-003
1609	9.1829e-003
1610	9.1827e-003
1611	9.1829e-003
1612	9.1828e-003
1613	9.1831e-003
1614	9.1829e-003
1615	9.183e-003
1616	9.183e-003
1617	9.1831e-003
1618	9.1831e-003
1619	9.1832e-003
1620	9.1832e-003
1621	9.1834e-003
1622	9.1833e-003
1623	9.1833e-003
1624	9.183e-003
1625	9.1829e-003
1626	9.1831e-003
1627	9.0497e-003
1628	9.0435e-003
1629	9.043e-003
1630	9.0443e-003
1631	9.0438e-003
1632	9.0448e-003
1633	9.0445e-003
1634	9.0451e-003
1635	9.045e-003
1636	9.0457e-003
1637	9.0456e-003
1638	9.0463e-003
1639	9.0459e-003
1640	9.0466e-003
1641	9.0465e-003
1642	9.0471e-003
1643	9.047e-003
1644	9.0476e-003
1645	9.0475e-003
1646	9.0483e-003
1647	9.0481e-003
1648	9.0494e-003
1649	9.0486e-003
1650	9.0495e-003
1651	9.0492e-003
1652	9.0503e-003
1653	9.0498e-003
1654	9.051e-003
1655	9.0505e-003
1656	9.0516e-003
1657	9.0512e-003
1658	9.0524e-003
1659	9.0518e-003
1660	9.0532e-003
1661	9.0542e-003
1662	9.0536e-003
1663	9.0551e-003
1664	9.056e-003
1665	9.0554e-003
1666	9.0569e-003
1667	9.0561e-003
1668	9.0579e-003
1669	9.0573e-003
1670	9.059e-003
1671	9.0583e-003
1672	9.0606e-003
1673	9.0625e-003
1674	9.0617e-003
1675	9.0637e-003
1676	9.063e-003
1677	9.0651e-003
1678	9.0642e-003
1679	9.0662e-003
1680	9.0655e-003
1681	9.0668e-003
1682	9.0681e-003
1683	9.0702e-003
1684	9.0694e-003
1685	9.0717e-003
1686	9.0708e-003
1687	9.0732e-003
1688	9.0724e-003
1689	9.0749e-003
1690	9.0739e-003
1691	9.0767e-003
1692	9.0756e-003
1693	9.0783e-003
1694	9.0773e-003
1695	9.0798e-003
1696	9.0789e-003
1697	9.0816e-003
1698	9.0806e-003
1699	9.0832e-003
1700	9.0824e-003
1701	9.0853e-003
1702	9.0844e-003
1703	9.0873e-003
1704	9.0865e-003
1705	9.0895e-003
1706	9.0884e-003
1707	9.0922e-003
1708	9.0909e-003
1709	9.095e-003
1710	9.0937e-003
1711	9.0989e-003
1712	9.097e-003
1713	9.1032e-003
1714	9.1008e-003
1715	9.1084e-003
1716	9.1056e-003
1717	9.1148e-003
1718	9.1112e-003
1719	9.123e-003
1720	9.1186e-003
1721	9.1335e-003
1722	9.1278e-003
1723	9.1464e-003
1724	9.1397e-003
1725	9.1622e-003
1726	9.1541e-003
1727	9.1793e-003
1728	9.1708e-003
1729	9.1949e-003
1730	9.1879e-003
1731	9.2037e-003
1732	9.1994e-003
1733	9.2075e-003
1734	9.2059e-003
1735	9.208e-003
1736	9.2082e-003
1737	9.2064e-003
1738	9.2073e-003
1739	9.2043e-003
1740	9.2055e-003
1741	9.2021e-003
1742	9.2031e-003
1743	9.2002e-003
1744	9.201e-003
1745	9.1989e-003
1746	9.1995e-003
1747	9.198e-003
1748	9.1984e-003
1749	9.197e-003
1750	9.1975e-003
1751	9.196e-003
1752	9.1966e-003
1753	9.1953e-003
1754	9.1956e-003
1755	9.1952e-003
1756	9.1953e-003
1757	9.1948e-003
1758	9.195e-003
1759	9.1948e-003
1760	9.1948e-003
1761	9.1945e-003
1762	9.1945e-003
1763	9.1941e-003
1764	9.1943e-003
1765	9.1937e-003
1766	9.194e-003
1767	9.1934e-003
1768	9.1934e-003
1769	9.1933e-003
1770	9.1933e-003
1771	9.193e-003
1772	9.1932e-003
1773	9.1924e-003
1774	9.1928e-003
1775	9.1919e-003
1776	9.1922e-003
1777	9.1911e-003
1778	9.1915e-003
1779	9.1905e-003
1780	9.1908e-003
1781	9.1901e-003
1782	9.1904e-003
1783	9.1893e-003
1784	9.1897e-003
1785	9.1884e-003
1786	9.1889e-003
1787	9.1874e-003
1788	9.188e-003
1789	9.1864e-003
1790	9.1869e-003
1791	9.1865e-003
1792	9.1863e-003
1793	9.1858e-003
1794	9.1864e-003
1795	9.1844e-003
1796	9.185e-003
1797	9.1833e-003
1798	9.1837e-003
1799	9.1823e-003
1800	9.1827e-003
1801	9.1817e-003
1802	9.1819e-003
1803	9.1809e-003
1804	9.1812e-003
1805	9.1804e-003
1806	9.1806e-003
1807	9.1802e-003
1808	9.1802e-003
1809	9.1797e-003
1810	9.1798e-003
1811	9.1793e-003
1812	9.1794e-003
1813	9.1789e-003
1814	9.1789e-003
1815	9.1787e-003
1816	9.1787e-003
1817	9.1788e-003
1818	9.1785e-003
1819	9.1784e-003
1820	9.1778e-003
1821	9.1781e-003
1822	9.1776e-003
1823	9.1779e-003
1824	9.1774e-003
1825	9.1778e-003
1826	9.1773e-003
1827	9.1771e-003
1828	9.1769e-003
1829	9.1768e-003
1830	9.1766e-003
1831	9.1765e-003
1832	9.1762e-003
1833	9.1763e-003
1834	9.1755e-003
1835	9.1755e-003
1836	9.1749e-003
1837	9.1754e-003
1838	9.1739e-003
1839	9.1743e-003
1840	9.1723e-003
1841	9.1731e-003
1842	9.1703e-003
1843	9.1713e-003
1844	9.1694e-003
1845	9.168e-003
1846	9.1698e-003
1847	9.1687e-003
1848	9.1715e-003
1849	9.1706e-003
1850	9.1729e-003
1851	9.1721e-003
1852	9.1737e-003
1853	9.1733e-003
1854	9.1745e-003
1855	9.174e-003
1856	9.1747e-003
1857	9.1745e-003
1858	9.175e-003
1859	9.1747e-003
1860	9.1754e-003
1861	9.175e-003
1862	9.1753e-003
1863	9.1752e-003
1864	9.1754e-003
1865	9.1753e-003
1866	9.1756e-003
1867	9.1754e-003
1868	9.1754e-003
1869	9.1754e-003
1870	9.1756e-003
1871	9.1754e-003
1872	9.1756e-003
1873	9.1755e-003
1874	9.1755e-003
1875	9.1754e-003
1876	9.1757e-003
1877	9.1754e-003
1878	9.1756e-003
1879	9.1755e-003
1880	9.1757e-003
1881	9.1755e-003
1882	9.1757e-003
1883	9.1755e-003
1884	9.1756e-003
1885	9.1755e-003
1886	9.1757e-003
1887	9.1755e-003
1888	9.1757e-003
1889	9.1756e-003
1890	9.1757e-003
1891	9.1756e-003
1892	9.1759e-003
1893	9.1757e-003
1894	9.1757e-003
1895	9.1757e-003
1896	9.1757e-003
1897	9.1757e-003
1898	9.1758e-003
1899	9.1757e-003
1900	9.1757e-003
1901	9.1757e-003
1902	9.1757e-003
1903	9.1757e-003
1904	9.1757e-003
1905	9.1755e-003
1906	9.1759e-003
1907	9.1757e-003
1908	9.1757e-003
1909	9.1757e-003
1910	9.1758e-003
1911	9.1756e-003
1912	9.1759e-003
1913	9.1757e-003
1914	9.1759e-003
1915	9.1757e-003
1916	9.1758e-003
1917	9.1758e-003
1918	9.1758e-003
1919	9.1755e-003
1920	9.1758e-003
1921	9.1757e-003
1922	9.1758e-003
1923	9.1758e-003
1924	9.1759e-003
1925	9.1758e-003
1926	9.1759e-003
1927	9.1758e-003
1928	9.1758e-003
1929	9.1757e-003
1930	9.1758e-003
1931	9.1757e-003
1932	9.176e-003
1933	9.1757e-003
1934	9.1759e-003
1935	9.1759e-003
1936	9.1759e-003
1937	9.1759e-003
1938	9.1759e-003
1939	9.1758e-003
1940	9.1759e-003
1941	9.1758e-003
1942	9.1759e-003
1943	9.1757e-003
1944	9.1762e-003
1945	9.1759e-003
1946	9.176e-003
1947	9.1759e-003
1948	9.1761e-003
1949	9.176e-003
1950	9.1761e-003
1951	9.1762e-003
1952	9.1761e-003
1953	9.176e-003
1954	9.1761e-003
1955	9.176e-003
1956	9.1762e-003
1957	9.1758e-003
1958	9.1761e-003
1959	9.176e-003
1960	9.1762e-003
1961	9.176e-003
1962	9.1763e-003
1963	9.176e-003
1964	9.1764e-003
1965	9.1761e-003
1966	9.1763e-003
1967	9.176e-003
1968	9.1761e-003
1969	9.1761e-003
1970	9.1761e-003
1971	9.176e-003
1972	9.176e-003
1973	9.1761e-003
1974	9.1762e-003
1975	9.1762e-003
1976	9.1762e-003
1977	9.1761e-003
1978	9.1762e-003
1979	9.176e-003
1980	9.1763e-003
1981	9.1762e-003
1982	9.1763e-003
1983	9.1761e-003
1984	9.1766e-003
1985	9.1763e-003
1986	9.1764e-003
1987	9.1763e-003
1988	9.1765e-003
1989	9.1763e-003
1990	9.1766e-003
1991	9.1764e-003
1992	9.1764e-003
1993	9.1764e-003
1994	9.1766e-003
1995	9.1764e-003
1996	9.1766e-003
1997	9.1765e-003
1998	9.1767e-003
1999	9.1766e-003
2000	9.1769e-003
2001	9.1766e-003
2002	9.1768e-003
2003	9.1767e-003
2004	9.1769e-003
2005	9.1767e-003
2006	9.177e-003
2007	9.1768e-003
2008	9.1771e-003
2009	9.1769e-003
2010	9.1771e-003
2011	9.177e-003
2012	9.1771e-003
2013	9.1771e-003
2014	9.1772e-003
2015	9.177e-003
2016	9.1772e-003
2017	9.177e-003
2018	9.1768e-003
2019	9.1773e-003
2020	9.1771e-003
2021	9.1768e-003
2022	9.1804e-003
2023	9.1776e-003
2024	9.1771e-003
2025	9.0454e-003
2026	9.1834e-003
2027	9.0532e-003
2028	9.0531e-003
2029	9.0533e-003
2030	9.0537e-003
2031	9.0537e-003
2032	9.054e-003
2033	9.0539e-003
2034	9.0544e-003
2035	9.0546e-003
2036	9.0549e-003
2037	9.055e-003
2038	9.0553e-003
2039	9.0554e-003
2040	9.0557e-003
2041	9.056e-003
2042	9.0561e-003
2043	9.0565e-003
2044	9.0568e-003
2045	9.0568e-003
2046	9.0574e-003
2047	9.0576e-003
2048	9.0583e-003
2049	9.0583e-003
2050	9.0587e-003
2051	9.0589e-003
2052	9.0592e-003
2053	9.0595e-003
2054	9.06e-003
2055	9.0602e-003
2056	9.0607e-003
2057	9.061e-003
2058	9.0615e-003
2059	9.0616e-003
2060	9.0623e-003
2061	9.063e-003
2062	9.0632e-003
2063	9.0637e-003
2064	9.0643e-003
2065	9.0646e-003
2066	9.0653e-003
2067	9.065e-003
2068	9.066e-003
2069	9.0662e-003
2070	9.0669e-003
2071	9.0674e-003
2072	9.0682e-003
2073	9.0684e-003
2074	9.069e-003
2075	9.0696e-003
2076	9.07e-003
2077	9.0709e-003
2078	9.0717e-003
2079	9.0722e-003
2080	9.0731e-003
2081	9.0735e-003
2082	9.0742e-003
2083	9.0747e-003
2084	9.0755e-003
2085	9.076e-003
2086	9.077e-003
2087	9.0777e-003
2088	9.0783e-003
2089	9.0793e-003
2090	9.0799e-003
2091	9.0807e-003
2092	9.0814e-003
2093	9.0824e-003
2094	9.0832e-003
2095	9.0842e-003
2096	9.085e-003
2097	9.086e-003
2098	9.0866e-003
2099	9.0875e-003
2100	9.0884e-003
2101	9.0891e-003
2102	9.0896e-003
2103	9.0907e-003
2104	9.0916e-003
2105	9.0924e-003
2106	9.0934e-003
2107	9.0942e-003
2108	9.0971e-003
2109	9.0979e-003
2110	9.0992e-003
2111	9.1004e-003
2112	9.1015e-003
2113	9.103e-003
2114	9.1044e-003
2115	9.1061e-003
2116	9.1077e-003
2117	9.1095e-003
2118	9.1115e-003
2119	9.1137e-003
2120	9.116e-003
2121	9.1187e-003
2122	9.1217e-003
2123	9.1251e-003
2124	9.129e-003
2125	9.1337e-003
2126	9.1391e-003
2127	9.146e-003
2128	9.1547e-003
2129	9.1667e-003
2130	9.1794e-003
2131	9.1929e-003
2132	9.2181e-003
2133	9.2292e-003
2134	9.2376e-003
2135	9.2538e-003
2136	9.2653e-003
2137	9.2687e-003
2138	9.2671e-003
2139	9.2593e-003
2140	9.2483e-003
2141	9.237e-003
2142	9.2281e-003
2143	9.2218e-003
2144	9.2175e-003
2145	9.2137e-003
2146	9.2113e-003
2147	9.2101e-003
2148	9.2087e-003
2149	9.2081e-003
2150	9.2084e-003
2151	9.209e-003
2152	9.2091e-003
2153	9.2084e-003
2154	9.2081e-003
2155	9.2075e-003
2156	9.2068e-003
2157	9.2069e-003
2158	9.2066e-003
2159	9.2062e-003
2160	9.2062e-003
2161	9.2063e-003
2162	9.2064e-003
2163	9.2064e-003
2164	9.2067e-003
2165	9.2068e-003
2166	9.2067e-003
2167	9.2068e-003
2168	9.207e-003
2169	9.2071e-003
2170	9.2072e-003
2171	9.2072e-003
2172	9.207e-003
2173	9.2068e-003
2174	9.2067e-003
2175	9.2066e-003
2176	9.2065e-003
2177	9.2064e-003
2178	9.2062e-003
2179	9.2061e-003
2180	9.2061e-003
2181	9.2061e-003
2182	9.206e-003
2183	9.2059e-003
2184	9.2058e-003
2185	9.2057e-003
2186	9.2055e-003
2187	9.2052e-003
2188	9.2049e-003
2189	9.2046e-003
2190	9.2044e-003
2191	9.2044e-003
2192	9.2043e-003
2193	9.2041e-003
2194	9.2038e-003
2195	9.2036e-003
2196	9.2034e-003
2197	9.2031e-003
2198	9.2027e-003
2199	9.2024e-003
2200	9.2022e-003
2201	9.2019e-003
2202	9.2016e-003
2203	9.2012e-003
2204	9.2006e-003
2205	9.1999e-003
2206	9.1989e-003
2207	9.1981e-003
2208	9.1971e-003
2209	9.1961e-003
2210	9.1948e-003
2211	9.1939e-003
2212	9.1931e-003
2213	9.1927e-003
2214	9.1921e-003
2215	9.1918e-003
2216	9.1912e-003
2217	9.1908e-003
2218	9.1903e-003
2219	9.1901e-003
2220	9.1898e-003
2221	9.1896e-003
2222	9.1893e-003
2223	9.1892e-003
2224	9.1888e-003
2225	9.1887e-003
2226	9.1885e-003
2227	9.1887e-003
2228	9.1883e-003
2229	9.1881e-003
2230	9.188e-003
2231	9.1877e-003
2232	9.1879e-003
2233	9.1878e-003
2234	9.1875e-003
2235	9.1876e-003
2236	9.1873e-003
2237	9.1875e-003
2238	9.1871e-003
2239	9.1871e-003
2240	9.1867e-003
2241	9.1868e-003
2242	9.1865e-003
2243	9.1868e-003
2244	9.1864e-003
2245	9.1863e-003
2246	9.1862e-003
2247	9.1861e-003
2248	9.1859e-003
2249	9.1859e-003
2250	9.1855e-003
2251	9.1856e-003
2252	9.1853e-003
2253	9.185e-003
2254	9.1848e-003
2255	9.1845e-003
2256	9.1843e-003
2257	9.1839e-003
2258	9.1829e-003
2259	9.182e-003
2260	9.1813e-003
2261	9.1816e-003
2262	9.1821e-003
2263	9.1829e-003
2264	9.1831e-003
2265	9.1835e-003
2266	9.1835e-003
2267	9.1838e-003
2268	9.1838e-003
2269	9.1841e-003
2270	9.1842e-003
2271	9.1842e-003
2272	9.1845e-003
2273	9.1846e-003
2274	9.1845e-003
2275	9.1844e-003
2276	9.1845e-003
2277	9.1844e-003
2278	9.1845e-003
2279	9.1847e-003
2280	9.1844e-003
2281	9.1845e-003
2282	9.1847e-003
2283	9.1846e-003
2284	9.1848e-003
2285	9.1847e-003
2286	9.1846e-003
2287	9.1846e-003
2288	9.1846e-003
2289	9.1846e-003
2290	9.1843e-003
2291	9.1847e-003
2292	9.1845e-003
2293	9.1846e-003
2294	9.1845e-003
2295	9.1847e-003
2296	9.1845e-003
2297	9.1848e-003
2298	9.1847e-003
2299	9.1847e-003
2300	9.1847e-003
2301	9.1848e-003
2302	9.1846e-003
2303	9.1847e-003
2304	9.1847e-003
2305	9.1847e-003
2306	9.1847e-003
2307	9.1847e-003
2308	9.1847e-003
2309	9.1847e-003
2310	9.1846e-003
2311	9.1848e-003
2312	9.1847e-003
2313	9.1847e-003
2314	9.1847e-003
2315	9.1847e-003
2316	9.1846e-003
2317	9.1848e-003
2318	9.1848e-003
2319	9.1849e-003
2320	9.1847e-003
2321	9.1848e-003
2322	9.1848e-003
2323	9.1848e-003
2324	9.1846e-003
2325	9.1848e-003
2326	9.1846e-003
2327	9.1848e-003
2328	9.1847e-003
2329	9.1848e-003
2330	9.1845e-003
2331	9.1849e-003
2332	9.1845e-003
2333	9.1848e-003
2334	9.1847e-003
2335	9.1849e-003
2336	9.1847e-003
2337	9.1849e-003
2338	9.1847e-003
2339	9.1849e-003
2340	9.1848e-003
2341	9.185e-003
2342	9.1848e-003
2343	9.185e-003
2344	9.1849e-003
2345	9.1852e-003
2346	9.1849e-003
2347	9.1849e-003
2348	9.1848e-003
2349	9.1849e-003
2350	9.1848e-003
2351	9.1849e-003
2352	9.1848e-003
2353	9.185e-003
2354	9.1849e-003
2355	9.1851e-003
2356	9.185e-003
2357	9.185e-003
2358	9.1853e-003
2359	9.1853e-003
2360	9.185e-003
2361	9.185e-003
2362	9.185e-003
2363	9.185e-003
2364	9.1852e-003
2365	9.1851e-003
2366	9.1849e-003
2367	9.1851e-003
2368	9.1852e-003
2369	9.1851e-003
2370	9.1852e-003
2371	9.1851e-003
2372	9.185e-003
2373	9.1852e-003
2374	9.1852e-003
2375	9.1851e-003
2376	9.1852e-003
2377	9.1853e-003
2378	9.1851e-003
2379	9.1851e-003
2380	9.1853e-003
2381	9.1852e-003
2382	9.1853e-003
2383	9.1851e-003
2384	9.1853e-003
2385	9.1852e-003
2386	9.1853e-003
2387	9.1853e-003
2388	9.1855e-003
2389	9.1853e-003
2390	9.1853e-003
2391	9.1851e-003
2392	9.1853e-003
2393	9.1851e-003
2394	9.1855e-003
2395	9.1854e-003
2396	9.1855e-003
2397	9.1855e-003
2398	9.1855e-003
2399	9.1852e-003
2400	9.1855e-003
2401	9.1855e-003
2402	9.1856e-003
2403	9.1854e-003
2404	9.1856e-003
2405	9.1857e-003
2406	9.1859e-003
2407	9.1856e-003
2408	9.1859e-003
2409	9.1856e-003
2410	9.1859e-003
2411	9.1858e-003
2412	9.186e-003
2413	9.186e-003
2414	9.1861e-003
2415	9.1858e-003
2416	9.1861e-003
2417	9.186e-003
2418	9.1862e-003
2419	9.1863e-003
2420	9.1864e-003
2421	9.1864e-003
2422	9.1864e-003
2423	9.1862e-003
2424	9.1859e-003
2425	9.1863e-003
2426	9.1863e-003
2427	9.1867e-003
2428	9.1646e-003
2429	9.1774e-003
2430	9.1864e-003
2431	9.053e-003
2432	9.0382e-003
2433	9.0389e-003
2434	9.0395e-003
2435	9.0401e-003
2436	9.0406e-003
2437	9.041e-003
2438	9.0414e-003
2439	9.0414e-003
2440	9.0419e-003
2441	9.0422e-003
2442	9.0423e-003
2443	9.0428e-003
2444	9.043e-003
2445	9.0433e-003
2446	9.0435e-003
2447	9.0436e-003
2448	9.044e-003
2449	9.044e-003
2450	9.0447e-003
2451	9.0448e-003
2452	9.0451e-003
2453	9.0454e-003
2454	9.0454e-003
2455	9.0461e-003
2456	9.0461e-003
2457	9.0467e-003
2458	9.0468e-003
2459	9.0473e-003
2460	9.0476e-003
2461	9.048e-003
2462	9.0481e-003
2463	9.0487e-003
2464	9.049e-003
2465	9.0498e-003
2466	9.0495e-003
2467	9.0503e-003
2468	9.0506e-003
2469	9.0512e-003
2470	9.0514e-003
2471	9.0521e-003
2472	9.0525e-003
2473	9.0531e-003
2474	9.0534e-003
2475	9.054e-003
2476	9.0544e-003
2477	9.055e-003
2478	9.0555e-003
2479	9.0563e-003
2480	9.0564e-003
2481	9.0571e-003
2482	9.0579e-003
2483	9.0582e-003
2484	9.0587e-003
2485	9.0597e-003
2486	9.0601e-003
2487	9.0609e-003
2488	9.0611e-003
2489	9.0619e-003
2490	9.0626e-003
2491	9.0632e-003
2492	9.0637e-003
2493	9.0645e-003
2494	9.0652e-003
2495	9.0659e-003
2496	9.0665e-003
2497	9.0674e-003
2498	9.068e-003
2499	9.0687e-003
2500	9.0695e-003
2501	9.0703e-003
2502	9.0709e-003
2503	9.0718e-003
2504	9.0725e-003
2505	9.0735e-003
2506	9.0744e-003
2507	9.0753e-003
2508	9.0758e-003
2509	9.077e-003
2510	9.0776e-003
2511	9.0787e-003
2512	9.0797e-003
2513	9.0804e-003
2514	9.0815e-003
2515	9.0824e-003
2516	9.0835e-003
2517	9.0845e-003
2518	9.0856e-003
2519	9.0866e-003
2520	9.088e-003
2521	9.0895e-003
2522	9.0909e-003
2523	9.0924e-003
2524	9.0944e-003
2525	9.0962e-003
2526	9.098e-003
2527	9.1005e-003
2528	9.103e-003
2529	9.1061e-003
2530	9.1127e-003
2531	9.1165e-003
2532	9.1209e-003
2533	9.1256e-003
2534	9.1314e-003
2535	9.1376e-003
2536	9.1441e-003
2537	9.1516e-003
2538	9.1594e-003
2539	9.1673e-003
2540	9.1751e-003
2541	9.1826e-003
2542	9.1892e-003
2543	9.1943e-003
2544	9.1986e-003
2545	9.2016e-003
2546	9.2036e-003
2547	9.2046e-003
2548	9.2049e-003
2549	9.2046e-003
2550	9.2032e-003
2551	9.2023e-003
2552	9.2013e-003
2553	9.2003e-003
2554	9.1994e-003
2555	9.1978e-003
2556	9.1972e-003
2557	9.1966e-003
2558	9.1961e-003
2559	9.1956e-003
2560	9.1951e-003
2561	9.1947e-003
2562	9.1942e-003
2563	9.1939e-003
2564	9.1936e-003
2565	9.1934e-003
2566	9.1933e-003
2567	9.1931e-003
2568	9.1929e-003
2569	9.1928e-003
2570	9.1927e-003
2571	9.1926e-003
2572	9.1924e-003
2573	9.1923e-003
2574	9.1921e-003
2575	9.192e-003
2576	9.1918e-003
2577	9.1916e-003
2578	9.1915e-003
2579	9.1913e-003
2580	9.1912e-003
2581	9.1911e-003
2582	9.1909e-003
2583	9.1907e-003
2584	9.1904e-003
2585	9.1902e-003
2586	9.1899e-003
2587	9.1895e-003
2588	9.1892e-003
2589	9.1889e-003
2590	9.1886e-003
2591	9.1884e-003
2592	9.188e-003
2593	9.1877e-003
2594	9.1873e-003
2595	9.1869e-003
2596	9.1864e-003
2597	9.186e-003
2598	9.1855e-003
2599	9.185e-003
2600	9.1845e-003
2601	9.1841e-003
2602	9.1838e-003
2603	9.1834e-003
2604	9.1828e-003
2605	9.1821e-003
2606	9.1814e-003
2607	9.1809e-003
2608	9.1805e-003
2609	9.1799e-003
2610	9.1795e-003
2611	9.179e-003
2612	9.1789e-003
2613	9.1784e-003
2614	9.1781e-003
2615	9.1776e-003
2616	9.1777e-003
2617	9.1771e-003
2618	9.1771e-003
2619	9.1768e-003
2620	9.1767e-003
2621	9.1764e-003
2622	9.1763e-003
2623	9.1761e-003
2624	9.1757e-003
2625	9.1757e-003
2626	9.1756e-003
2627	9.1756e-003
2628	9.1753e-003
2629	9.1752e-003
2630	9.175e-003
2631	9.1749e-003
2632	9.1746e-003
2633	9.1747e-003
2634	9.1744e-003
2635	9.1741e-003
2636	9.174e-003
2637	9.1741e-003
2638	9.1737e-003
2639	9.1737e-003
2640	9.1732e-003
2641	9.1731e-003
2642	9.1727e-003
2643	9.1725e-003
2644	9.1722e-003
2645	9.1717e-003
2646	9.1712e-003
2647	9.1707e-003
2648	9.1699e-003
2649	9.1692e-003
2650	9.1664e-003
2651	9.1651e-003
