Node Number	Thermal Strain (mm/mm)
2652	9.1656e-003
2653	9.1667e-003
2654	9.1676e-003
2655	9.1683e-003
2656	9.169e-003
2657	9.1698e-003
2658	9.1702e-003
2659	9.1706e-003
2660	9.1709e-003
2661	9.1713e-003
2662	9.1714e-003
2663	9.1717e-003
2664	9.1717e-003
2665	9.1721e-003
2666	9.1721e-003
2667	9.1722e-003
2668	9.1722e-003
2669	9.1724e-003
2670	9.1723e-003
2671	9.1724e-003
2672	9.1725e-003
2673	9.1725e-003
2674	9.1725e-003
2675	9.1726e-003
2676	9.1724e-003
2677	9.1726e-003
2678	9.1726e-003
2679	9.1726e-003
2680	9.1726e-003
2681	9.1728e-003
2682	9.1726e-003
2683	9.1726e-003
2684	9.1726e-003
2685	9.1726e-003
2686	9.1725e-003
2687	9.1727e-003
2688	9.1725e-003
2689	9.1726e-003
2690	9.1726e-003
2691	9.1728e-003
2692	9.1725e-003
2693	9.1727e-003
2694	9.1726e-003
2695	9.1727e-003
2696	9.1727e-003
2697	9.1727e-003
2698	9.1727e-003
2699	9.1728e-003
2700	9.1726e-003
2701	9.1727e-003
2702	9.1727e-003
2703	9.1728e-003
2704	9.1727e-003
2705	9.1728e-003
2706	9.1727e-003
2707	9.1727e-003
2708	9.1727e-003
2709	9.1729e-003
2710	9.1727e-003
2711	9.1728e-003
2712	9.1727e-003
2713	9.1728e-003
2714	9.1727e-003
2715	9.1729e-003
2716	9.1728e-003
2717	9.1728e-003
2718	9.1727e-003
2719	9.1728e-003
2720	9.1727e-003
2721	9.1728e-003
2722	9.1728e-003
2723	9.1728e-003
2724	9.1728e-003
2725	9.1729e-003
2726	9.1728e-003
2727	9.1728e-003
2728	9.1728e-003
2729	9.173e-003
2730	9.1727e-003
2731	9.1729e-003
2732	9.1728e-003
2733	9.173e-003
2734	9.1729e-003
2735	9.173e-003
2736	9.1728e-003
2737	9.1729e-003
2738	9.1728e-003
2739	9.1729e-003
2740	9.1729e-003
2741	9.1729e-003
2742	9.1729e-003
2743	9.1729e-003
2744	9.1729e-003
2745	9.1729e-003
2746	9.1727e-003
2747	9.1729e-003
2748	9.1727e-003
2749	9.1729e-003
2750	9.1729e-003
2751	9.1731e-003
2752	9.173e-003
2753	9.1731e-003
2754	9.1731e-003
2755	9.1731e-003
2756	9.1731e-003
2757	9.173e-003
2758	9.173e-003
2759	9.1731e-003
2760	9.1729e-003
2761	9.1731e-003
2762	9.173e-003
2763	9.1731e-003
2764	9.1729e-003
2765	9.1731e-003
2766	9.1731e-003
2767	9.1732e-003
2768	9.173e-003
2769	9.1732e-003
2770	9.1731e-003
2771	9.1732e-003
2772	9.173e-003
2773	9.1732e-003
2774	9.1732e-003
2775	9.1732e-003
2776	9.1731e-003
2777	9.1732e-003
2778	9.1732e-003
2779	9.1732e-003
2780	9.1733e-003
2781	9.1733e-003
2782	9.1731e-003
2783	9.1732e-003
2784	9.173e-003
2785	9.1732e-003
2786	9.1732e-003
2787	9.1733e-003
2788	9.1732e-003
2789	9.1733e-003
2790	9.1734e-003
2791	9.1734e-003
2792	9.1733e-003
2793	9.1734e-003
2794	9.1733e-003
2795	9.1734e-003
2796	9.1734e-003
2797	9.1735e-003
2798	9.1734e-003
2799	9.1735e-003
2800	9.1735e-003
2801	9.1736e-003
2802	9.1735e-003
2803	9.1736e-003
2804	9.1736e-003
2805	9.1737e-003
2806	9.1737e-003
2807	9.1738e-003
2808	9.1737e-003
2809	9.1738e-003
2810	9.1738e-003
2811	9.1739e-003
2812	9.1738e-003
2813	9.174e-003
2814	9.1739e-003
2815	9.1741e-003
2816	9.174e-003
2817	9.1741e-003
2818	9.1742e-003
2819	9.1742e-003
2820	9.174e-003
2821	9.1742e-003
2822	9.1742e-003
2823	9.1743e-003
2824	9.1743e-003
2825	9.1742e-003
2826	9.1741e-003
2827	9.1742e-003
2828	9.1741e-003
2829	9.1744e-003
2830	9.1743e-003
2831	9.1779e-003
2832	9.1745e-003
2833	9.045e-003
2834	9.0487e-003
2835	9.0527e-003
2836	9.0576e-003
2837	9.057e-003
2838	9.0566e-003
2839	9.0563e-003
2840	9.0565e-003
2841	9.0567e-003
2842	9.0566e-003
2843	9.0573e-003
2844	9.0573e-003
2845	9.0576e-003
2846	9.0577e-003
2847	9.058e-003
2848	9.0581e-003
2849	9.0584e-003
2850	9.0584e-003
2851	9.0588e-003
2852	9.059e-003
2853	9.059e-003
2854	9.0595e-003
2855	9.06e-003
2856	9.06e-003
2857	9.0604e-003
2858	9.0606e-003
2859	9.0612e-003
2860	9.0612e-003
2861	9.0617e-003
2862	9.062e-003
2863	9.0624e-003
2864	9.0626e-003
2865	9.063e-003
2866	9.0633e-003
2867	9.0638e-003
2868	9.0641e-003
2869	9.0644e-003
2870	9.0646e-003
2871	9.0654e-003
2872	9.066e-003
2873	9.0663e-003
2874	9.0667e-003
2875	9.0674e-003
2876	9.0678e-003
2877	9.0683e-003
2878	9.0686e-003
2879	9.0693e-003
2880	9.0695e-003
2881	9.0701e-003
2882	9.0704e-003
2883	9.0711e-003
2884	9.0713e-003
2885	9.0721e-003
2886	9.0727e-003
2887	9.0733e-003
2888	9.0742e-003
2889	9.0748e-003
2890	9.0753e-003
2891	9.0761e-003
2892	9.0766e-003
2893	9.0774e-003
2894	9.0779e-003
2895	9.0786e-003
2896	9.079e-003
2897	9.0799e-003
2898	9.0805e-003
2899	9.081e-003
2900	9.0817e-003
2901	9.0825e-003
2902	9.0829e-003
2903	9.0839e-003
2904	9.0847e-003
2905	9.0858e-003
2906	9.0863e-003
2907	9.0874e-003
2908	9.0882e-003
2909	9.0891e-003
2910	9.0899e-003
2911	9.0908e-003
2912	9.0916e-003
2913	9.0924e-003
2914	9.093e-003
2915	9.094e-003
2916	9.095e-003
2917	9.0954e-003
2918	9.0964e-003
2919	9.0972e-003
2920	9.0982e-003
2921	9.0989e-003
2922	9.1001e-003
2923	9.1009e-003
2924	9.1019e-003
2925	9.103e-003
2926	9.1039e-003
2927	9.1054e-003
2928	9.1066e-003
2929	9.1082e-003
2930	9.1097e-003
2931	9.1114e-003
2932	9.1131e-003
2933	9.1149e-003
2934	9.1169e-003
2935	9.1192e-003
2936	9.1217e-003
2937	9.1243e-003
2938	9.1277e-003
2939	9.1315e-003
2940	9.1357e-003
2941	9.1417e-003
2942	9.149e-003
2943	9.1607e-003
2944	9.1809e-003
2945	9.2081e-003
2946	9.2176e-003
2947	9.2245e-003
2948	9.2358e-003
2949	9.2549e-003
2950	9.2744e-003
2951	9.295e-003
2952	9.302e-003
2953	9.2955e-003
2954	9.2752e-003
2955	9.2525e-003
2956	9.2339e-003
2957	9.2255e-003
2958	9.2179e-003
2959	9.2125e-003
2960	9.2121e-003
2961	9.2101e-003
2962	9.2076e-003
2963	9.2068e-003
2964	9.2075e-003
2965	9.2097e-003
2966	9.2123e-003
2967	9.2112e-003
2968	9.2077e-003
2969	9.2086e-003
2970	9.2087e-003
2971	9.2071e-003
2972	9.2078e-003
2973	9.2078e-003
2974	9.2077e-003
2975	9.2067e-003
2976	9.2075e-003
2977	9.2083e-003
2978	9.2085e-003
2979	9.2079e-003
2980	9.2091e-003
2981	9.2091e-003
2982	9.2085e-003
2983	9.2094e-003
2984	9.2096e-003
2985	9.2089e-003
2986	9.2091e-003
2987	9.209e-003
2988	9.2087e-003
2989	9.2087e-003
2990	9.2084e-003
2991	9.2083e-003
2992	9.2083e-003
2993	9.2082e-003
2994	9.208e-003
2995	9.208e-003
2996	9.2079e-003
2997	9.2077e-003
2998	9.2076e-003
2999	9.2075e-003
3000	9.2072e-003
3001	9.207e-003
3002	9.2066e-003
3003	9.2064e-003
3004	9.2061e-003
3005	9.206e-003
3006	9.2058e-003
3007	9.2055e-003
3008	9.2051e-003
3009	9.2048e-003
3010	9.2046e-003
3011	9.2044e-003
3012	9.2042e-003
3013	9.204e-003
3014	9.2031e-003
3015	9.2023e-003
3016	9.2013e-003
3017	9.2002e-003
3018	9.1992e-003
3019	9.1983e-003
3020	9.197e-003
3021	9.1964e-003
3022	9.1956e-003
3023	9.1953e-003
3024	9.1948e-003
3025	9.1946e-003
3026	9.194e-003
3027	9.1938e-003
3028	9.1933e-003
3029	9.1931e-003
3030	9.1926e-003
3031	9.1925e-003
3032	9.1923e-003
3033	9.1921e-003
3034	9.1917e-003
3035	9.1919e-003
3036	9.1913e-003
3037	9.1915e-003
3038	9.1913e-003
3039	9.1911e-003
3040	9.191e-003
3041	9.1905e-003
3042	9.1908e-003
3043	9.191e-003
3044	9.1907e-003
3045	9.1906e-003
3046	9.1903e-003
3047	9.1904e-003
3048	9.1902e-003
3049	9.1902e-003
3050	9.1899e-003
3051	9.1899e-003
3052	9.1897e-003
3053	9.1897e-003
3054	9.1895e-003
3055	9.1896e-003
3056	9.1893e-003
3057	9.1893e-003
3058	9.1891e-003
3059	9.1893e-003
3060	9.1888e-003
3061	9.1889e-003
3062	9.1885e-003
3063	9.1883e-003
3064	9.1882e-003
3065	9.188e-003
3066	9.1879e-003
3067	9.1876e-003
3068	9.1875e-003
3069	9.187e-003
3070	9.1866e-003
3071	9.1859e-003
3072	9.1862e-003
3073	9.1863e-003
3074	9.187e-003
3075	9.1871e-003
3076	9.1872e-003
3077	9.1873e-003
3078	9.1873e-003
3079	9.1873e-003
3080	9.1877e-003
3081	9.1875e-003
3082	9.1875e-003
3083	9.1879e-003
3084	9.1877e-003
3085	9.1875e-003
3086	9.1878e-003
3087	9.1877e-003
3088	9.1877e-003
3089	9.1877e-003
3090	9.1876e-003
3091	9.1877e-003
3092	9.1877e-003
3093	9.1877e-003
3094	9.1878e-003
3095	9.1876e-003
3096	9.1877e-003
3097	9.1877e-003
3098	9.1878e-003
3099	9.1876e-003
3100	9.1879e-003
3101	9.1877e-003
3102	9.1879e-003
3103	9.1877e-003
3104	9.1879e-003
3105	9.1875e-003
3106	9.1877e-003
3107	9.1876e-003
3108	9.1878e-003
3109	9.1878e-003
3110	9.1879e-003
3111	9.1877e-003
3112	9.1878e-003
3113	9.1878e-003
3114	9.1878e-003
3115	9.1877e-003
3116	9.1879e-003
3117	9.1878e-003
3118	9.1879e-003
3119	9.1878e-003
3120	9.1879e-003
3121	9.1878e-003
3122	9.1879e-003
3123	9.1877e-003
3124	9.188e-003
3125	9.1878e-003
3126	9.1879e-003
3127	9.1878e-003
3128	9.188e-003
3129	9.1879e-003
3130	9.1881e-003
3131	9.1879e-003
3132	9.1879e-003
3133	9.1879e-003
3134	9.1881e-003
3135	9.1879e-003
3136	9.1881e-003
3137	9.1879e-003
3138	9.188e-003
3139	9.1879e-003
3140	9.1881e-003
3141	9.1879e-003
3142	9.1881e-003
3143	9.1879e-003
3144	9.1881e-003
3145	9.1879e-003
3146	9.1882e-003
3147	9.1879e-003
3148	9.1881e-003
3149	9.1879e-003
3150	9.188e-003
3151	9.1878e-003
3152	9.188e-003
3153	9.1878e-003
3154	9.188e-003
3155	9.1879e-003
3156	9.1881e-003
3157	9.1879e-003
3158	9.188e-003
3159	9.188e-003
3160	9.1882e-003
3161	9.188e-003
3162	9.1881e-003
3163	9.188e-003
3164	9.188e-003
3165	9.188e-003
3166	9.1881e-003
3167	9.1881e-003
3168	9.1882e-003
3169	9.1885e-003
3170	9.1882e-003
3171	9.1882e-003
3172	9.1881e-003
3173	9.188e-003
3174	9.1882e-003
3175	9.1881e-003
3176	9.1883e-003
3177	9.1881e-003
3178	9.1881e-003
3179	9.1883e-003
3180	9.1882e-003
3181	9.1882e-003
3182	9.1882e-003
3183	9.1881e-003
3184	9.1882e-003
3185	9.1883e-003
3186	9.1881e-003
3187	9.1883e-003
3188	9.1885e-003
3189	9.1883e-003
3190	9.1881e-003
3191	9.1886e-003
3192	9.1883e-003
3193	9.1885e-003
3194	9.1883e-003
3195	9.1883e-003
3196	9.1883e-003
3197	9.1884e-003
3198	9.1884e-003
3199	9.1886e-003
3200	9.1885e-003
3201	9.1885e-003
3202	9.1884e-003
3203	9.1885e-003
3204	9.1884e-003
3205	9.1885e-003
3206	9.1882e-003
3207	9.1885e-003
3208	9.1886e-003
3209	9.1887e-003
3210	9.1885e-003
3211	9.1887e-003
3212	9.1887e-003
3213	9.1888e-003
3214	9.1887e-003
3215	9.1888e-003
3216	9.1887e-003
3217	9.1891e-003
3218	9.1889e-003
3219	9.189e-003
3220	9.1889e-003
3221	9.1889e-003
3222	9.189e-003
3223	9.1891e-003
3224	9.1889e-003
3225	9.1891e-003
3226	9.1891e-003
3227	9.1892e-003
3228	9.1891e-003
3229	9.1893e-003
3230	9.1894e-003
3231	9.1896e-003
3232	9.1894e-003
3233	9.1897e-003
3234	9.1894e-003
3235	9.1894e-003
3236	9.1895e-003
3237	9.1894e-003
3238	9.1896e-003
3239	9.1894e-003
3240	9.1891e-003
3241	9.1846e-003
3242	9.1917e-003
3243	9.2013e-003
3244	9.1931e-003
3245	9.0524e-003
3246	9.2068e-003
3247	9.1952e-003
3248	9.2178e-003
3249	9.1854e-003
3250	9.099e-003
3251	9.1819e-003
3252	9.1817e-003
3253	9.2034e-003
3254	9.1817e-003
3255	9.1789e-003
3256	9.1819e-003
3257	9.179e-003
3258	9.1791e-003
3259	9.179e-003
3260	9.2346e-003
3261	9.1844e-003
3262	9.0742e-003
3263	9.1836e-003
3264	9.1789e-003
3265	9.179e-003
3266	9.179e-003
3267	9.179e-003
3268	9.1791e-003
3269	9.1816e-003
3270	9.202e-003
3271	9.1843e-003
3272	9.0591e-003
3273	9.0623e-003
3274	9.2312e-003
3275	9.1855e-003
3276	9.0678e-003
3277	9.1863e-003
3278	9.1786e-003
3279	9.2102e-003
3280	9.2004e-003
3281	9.2052e-003
3282	9.1798e-003
3283	9.1831e-003
3284	9.1884e-003
3285	9.0576e-003
3286	9.1976e-003
3287	9.1869e-003
3288	9.1098e-003
3289	9.1406e-003
3290	9.06e-003
3291	9.0419e-003
3292	9.0717e-003
3293	9.0556e-003
3294	9.1632e-003
3295	9.2009e-003
3296	9.0773e-003
3297	9.096e-003
3298	9.0632e-003
3299	9.1202e-003
3300	9.1877e-003
3301	9.1877e-003
3302	9.1877e-003
3303	9.1876e-003
3304	9.1874e-003
3305	9.19e-003
3306	9.1882e-003
3307	9.1881e-003
3308	9.1881e-003
3309	9.1882e-003
3310	9.1056e-003
3311	9.0584e-003
3312	9.065e-003
3313	9.109e-003
3314	9.1772e-003
3315	9.0647e-003
3316	9.1846e-003
3317	9.1754e-003
3318	9.1845e-003
3319	9.0509e-003
3320	9.0995e-003
3321	9.1846e-003
3322	9.1845e-003
3323	9.1841e-003
3324	9.0539e-003
3325	9.1851e-003
3326	9.1851e-003
3327	9.1849e-003
3328	9.185e-003
3329	9.1939e-003
3330	9.204e-003
3331	9.214e-003
3332	9.1684e-003
3333	9.1923e-003
3334	9.1783e-003
3335	9.0965e-003
3336	9.1964e-003
3337	9.2007e-003
3338	9.1834e-003
3339	9.2019e-003
3340	9.1948e-003
3341	9.199e-003
3342	9.0729e-003
3343	9.1985e-003
3344	9.0925e-003
3345	9.1815e-003
3346	9.0698e-003
3347	9.0818e-003
3348	9.1946e-003
3349	9.1959e-003
3350	9.1999e-003
3351	9.2027e-003
3352	9.1132e-003
3353	9.1212e-003
3354	9.0942e-003
3355	9.0535e-003
3356	9.0596e-003
3357	9.0523e-003
3358	9.2056e-003
3359	9.0558e-003
3360	9.0491e-003
3361	9.1985e-003
3362	9.2018e-003
3363	9.182e-003
3364	9.1772e-003
3365	9.2078e-003
3366	9.2021e-003
3367	9.2073e-003
3368	9.0415e-003
3369	9.1949e-003
3370	9.1674e-003
3371	9.1864e-003
3372	9.0784e-003
3373	9.2049e-003
3374	9.2225e-003
3375	9.1995e-003
3376	9.221e-003
3377	9.2088e-003
3378	9.1742e-003
3379	9.1905e-003
3380	9.1817e-003
3381	9.1817e-003
3382	9.0425e-003
3383	9.1817e-003
3384	9.2025e-003
3385	9.1954e-003
3386	9.1817e-003
3387	9.1817e-003
3388	9.1816e-003
3389	9.1816e-003
3390	9.1817e-003
3391	9.1816e-003
3392	9.1815e-003
3393	9.1815e-003
3394	9.1814e-003
3395	9.1809e-003
3396	9.2029e-003
3397	9.1771e-003
3398	9.1778e-003
3399	9.1987e-003
3400	9.1782e-003
3401	9.1784e-003
3402	9.0545e-003
3403	9.0768e-003
3404	9.182e-003
3405	9.0505e-003
3406	9.1793e-003
3407	9.1859e-003
3408	9.199e-003
3409	9.058e-003
3410	9.1756e-003
3411	9.1863e-003
3412	9.1774e-003
3413	9.203e-003
3414	9.0644e-003
3415	9.2053e-003
3416	9.2026e-003
3417	9.2008e-003
3418	9.2101e-003
3419	9.2042e-003
3420	9.1989e-003
3421	9.2065e-003
3422	9.0549e-003
3423	9.204e-003
3424	9.1775e-003
3425	9.0884e-003
3426	9.0514e-003
3427	9.1853e-003
3428	9.1813e-003
3429	9.1813e-003
3430	9.1816e-003
3431	9.1766e-003
3432	9.1816e-003
3433	9.2091e-003
3434	9.1816e-003
3435	9.1815e-003
3436	9.1816e-003
3437	9.1817e-003
3438	9.1817e-003
3439	9.1817e-003
3440	9.1817e-003
3441	9.1817e-003
3442	9.2018e-003
3443	9.1815e-003
3444	9.1822e-003
3445	9.2052e-003
3446	9.1769e-003
3447	9.0529e-003
3448	9.0666e-003
3449	9.0501e-003
3450	9.1991e-003
3451	9.0676e-003
3452	9.179e-003
3453	9.08e-003
3454	9.0952e-003
3455	9.1974e-003
3456	9.1985e-003
3457	9.0779e-003
3458	9.1148e-003
3459	9.2085e-003
3460	9.2032e-003
3461	9.197e-003
3462	9.2037e-003
3463	9.2082e-003
3464	9.1868e-003
3465	9.2001e-003
3466	9.2093e-003
3467	9.1996e-003
3468	9.2209e-003
3469	9.1863e-003
3470	9.2014e-003
3471	9.0536e-003
3472	9.0623e-003
3473	9.2107e-003
3474	9.176e-003
3475	9.2035e-003
3476	9.1833e-003
3477	9.052e-003
3478	9.1563e-003
3479	9.0691e-003
3480	9.0506e-003
3481	9.0904e-003
3482	9.1841e-003
3483	9.1966e-003
3484	9.1896e-003
3485	9.1723e-003
3486	9.1836e-003
3487	9.2011e-003
3488	9.0688e-003
3489	9.0611e-003
3490	9.1943e-003
3491	9.2147e-003
3492	9.1964e-003
3493	9.207e-003
3494	9.2043e-003
3495	9.2002e-003
3496	9.1999e-003
3497	9.2166e-003
3498	9.1987e-003
3499	9.1954e-003
3500	9.2051e-003
3501	9.1972e-003
3502	9.2086e-003
3503	9.1826e-003
3504	9.201e-003
3505	9.1997e-003
3506	9.1985e-003
3507	9.21e-003
3508	9.2006e-003
3509	9.1804e-003
3510	9.18e-003
3511	9.1834e-003
3512	9.1832e-003
3513	9.1966e-003
3514	9.1937e-003
3515	9.2251e-003
3516	9.2238e-003
3517	9.2183e-003
3518	9.2176e-003
3519	9.2125e-003
3520	9.2125e-003
3521	9.1999e-003
3522	9.2054e-003
3523	9.2051e-003
3524	9.2039e-003
3525	9.2035e-003
3526	9.2023e-003
3527	9.2019e-003
3528	9.208e-003
3529	9.207e-003
3530	9.2068e-003
3531	9.2057e-003
3532	9.1806e-003
3533	9.1835e-003
3534	9.2016e-003
3535	9.2023e-003
3536	9.2034e-003
3537	9.1999e-003
3538	9.2023e-003
3539	9.1828e-003
3540	9.1822e-003
3541	9.1835e-003
3542	9.1833e-003
3543	9.184e-003
3544	9.1838e-003
3545	9.1845e-003
3546	9.1842e-003
3547	9.185e-003
3548	9.1847e-003
3549	9.1854e-003
3550	9.1851e-003
3551	9.1859e-003
3552	9.1855e-003
3553	9.1863e-003
3554	9.1859e-003
3555	9.1867e-003
3556	9.1862e-003
3557	9.1871e-003
3558	9.1866e-003
3559	9.1874e-003
3560	9.1869e-003
3561	9.1877e-003
3562	9.1872e-003
3563	9.188e-003
3564	9.1875e-003
3565	9.1883e-003
3566	9.1878e-003
3567	9.1886e-003
3568	9.188e-003
3569	9.1889e-003
3570	9.1883e-003
3571	9.1891e-003
3572	9.1885e-003
3573	9.1894e-003
3574	9.1887e-003
3575	9.1896e-003
3576	9.1889e-003
3577	9.1899e-003
3578	9.1891e-003
3579	9.1901e-003
3580	9.1893e-003
3581	9.1902e-003
3582	9.1895e-003
3583	9.1904e-003
3584	9.1896e-003
3585	9.1905e-003
3586	9.1898e-003
3587	9.1907e-003
3588	9.1899e-003
3589	9.1908e-003
3590	9.1901e-003
3591	9.191e-003
3592	9.1902e-003
3593	9.1911e-003
3594	9.1904e-003
3595	9.1913e-003
3596	9.1905e-003
3597	9.1914e-003
3598	9.1906e-003
3599	9.1916e-003
3600	9.1908e-003
3601	9.1917e-003
3602	9.1909e-003
3603	9.1918e-003
3604	9.1911e-003
3605	9.192e-003
3606	9.1912e-003
3607	9.1921e-003
3608	9.1914e-003
3609	9.1923e-003
3610	9.1916e-003
3611	9.1925e-003
3612	9.1919e-003
3613	9.1927e-003
3614	9.1922e-003
3615	9.1929e-003
3616	9.1925e-003
3617	9.1933e-003
3618	9.1929e-003
3619	9.1937e-003
3620	9.1933e-003
3621	9.1941e-003
3622	9.1938e-003
3623	9.1946e-003
3624	9.1944e-003
3625	9.1951e-003
3626	9.195e-003
3627	9.1956e-003
3628	9.1957e-003
3629	9.1962e-003
3630	9.1964e-003
3631	9.1969e-003
3632	9.1972e-003
3633	9.1977e-003
3634	9.1981e-003
3635	9.1985e-003
3636	9.199e-003
3637	9.1994e-003
3638	9.1999e-003
3639	9.2004e-003
3640	9.2007e-003
3641	9.2013e-003
3642	9.2015e-003
3643	9.2022e-003
3644	9.2021e-003
3645	9.2029e-003
3646	9.2024e-003
3647	9.2034e-003
3648	9.2037e-003
3649	9.1731e-003
3650	9.1729e-003
3651	9.1743e-003
3652	9.1816e-003
3653	9.183e-003
3654	9.1809e-003
3655	9.1826e-003
3656	9.1803e-003
3657	9.182e-003
3658	9.1796e-003
3659	9.1814e-003
3660	9.179e-003
3661	9.1807e-003
3662	9.1784e-003
3663	9.18e-003
3664	9.1778e-003
3665	9.1795e-003
3666	9.1773e-003
3667	9.179e-003
3668	9.1768e-003
3669	9.1785e-003
3670	9.1764e-003
3671	9.178e-003
3672	9.176e-003
3673	9.1776e-003
3674	9.1757e-003
3675	9.1774e-003
3676	9.1753e-003
3677	9.1769e-003
3678	9.175e-003
3679	9.1767e-003
3680	9.1748e-003
3681	9.1762e-003
3682	9.1745e-003
3683	9.1762e-003
3684	9.1743e-003
3685	9.1758e-003
3686	9.1741e-003
3687	9.1757e-003
3688	9.1739e-003
3689	9.1754e-003
3690	9.1737e-003
3691	9.1752e-003
3692	9.1735e-003
3693	9.175e-003
3694	9.1734e-003
3695	9.1749e-003
3696	9.1732e-003
3697	9.1747e-003
3698	9.1746e-003
3699	9.1609e-003
3700	9.1609e-003
3701	9.1618e-003
3702	9.1728e-003
3703	9.1743e-003
3704	9.1727e-003
3705	9.1741e-003
3706	9.1725e-003
3707	9.1741e-003
3708	9.1724e-003
3709	9.1739e-003
3710	9.1723e-003
3711	9.1739e-003
3712	9.1722e-003
3713	9.1737e-003
3714	9.1721e-003
3715	9.1736e-003
3716	9.1719e-003
3717	9.1734e-003
3718	9.1718e-003
3719	9.1733e-003
3720	9.1717e-003
3721	9.1732e-003
3722	9.1716e-003
3723	9.173e-003
3724	9.1714e-003
3725	9.1728e-003
3726	9.1713e-003
3727	9.1728e-003
3728	9.1711e-003
3729	9.1726e-003
3730	9.1709e-003
3731	9.1725e-003
3732	9.1707e-003
3733	9.1723e-003
3734	9.1705e-003
3735	9.1721e-003
3736	9.1703e-003
3737	9.1718e-003
3738	9.17e-003
3739	9.1716e-003
3740	9.1697e-003
3741	9.1713e-003
3742	9.1694e-003
3743	9.171e-003
3744	9.169e-003
3745	9.1707e-003
3746	9.1686e-003
3747	9.1702e-003
3748	9.168e-003
3749	9.1697e-003
3750	9.1675e-003
3751	9.1692e-003
3752	9.1668e-003
3753	9.1685e-003
3754	9.166e-003
3755	9.1678e-003
3756	9.1652e-003
3757	9.167e-003
3758	9.1642e-003
3759	9.1661e-003
3760	9.1632e-003
3761	9.1651e-003
3762	9.1621e-003
3763	9.1639e-003
3764	9.1623e-003
3765	9.1697e-003
3766	9.1697e-003
3767	9.1712e-003
3768	9.1697e-003
3769	9.1712e-003
3770	9.1697e-003
3771	9.1713e-003
3772	9.1697e-003
3773	9.1712e-003
3774	9.1697e-003
3775	9.1712e-003
3776	9.1697e-003
3777	9.1711e-003
3778	9.1697e-003
3779	9.1711e-003
3780	9.1697e-003
3781	9.171e-003
3782	9.1696e-003
3783	9.1711e-003
3784	9.1696e-003
3785	9.171e-003
3786	9.1696e-003
3787	9.1711e-003
3788	9.1695e-003
3789	9.171e-003
3790	9.1695e-003
3791	9.171e-003
3792	9.1695e-003
3793	9.1709e-003
3794	9.1694e-003
3795	9.1709e-003
3796	9.1693e-003
3797	9.1708e-003
3798	9.1692e-003
3799	9.1708e-003
3800	9.1691e-003
3801	9.1706e-003
3802	9.169e-003
3803	9.1706e-003
3804	9.1688e-003
3805	9.1703e-003
3806	9.1686e-003
3807	9.1702e-003
3808	9.1684e-003
3809	9.1699e-003
3810	9.1681e-003
3811	9.1698e-003
3812	9.1678e-003
3813	9.1694e-003
3814	9.1674e-003
3815	9.1691e-003
3816	9.1669e-003
3817	9.1686e-003
3818	9.1663e-003
3819	9.1682e-003
3820	9.1656e-003
3821	9.1675e-003
3822	9.1649e-003
3823	9.1668e-003
3824	9.164e-003
3825	9.166e-003
3826	9.163e-003
3827	9.1651e-003
3828	9.162e-003
3829	9.1641e-003
3830	9.163e-003
3831	9.1714e-003
3832	9.1728e-003
3833	9.1714e-003
3834	9.173e-003
3835	9.1714e-003
3836	9.1729e-003
3837	9.1714e-003
3838	9.1729e-003
3839	9.1714e-003
3840	9.1728e-003
3841	9.1714e-003
3842	9.1728e-003
3843	9.1714e-003
3844	9.1728e-003
3845	9.1714e-003
3846	9.1728e-003
3847	9.1714e-003
3848	9.1729e-003
3849	9.1714e-003
3850	9.1729e-003
3851	9.1714e-003
3852	9.1728e-003
3853	9.1713e-003
3854	9.1728e-003
3855	9.1713e-003
3856	9.1727e-003
3857	9.1713e-003
3858	9.1727e-003
3859	9.1712e-003
3860	9.1727e-003
3861	9.1712e-003
3862	9.1727e-003
3863	9.1711e-003
3864	9.1726e-003
3865	9.1711e-003
3866	9.1726e-003
3867	9.1711e-003
3868	9.1725e-003
3869	9.171e-003
3870	9.1725e-003
3871	9.171e-003
3872	9.1724e-003
3873	9.171e-003
3874	9.1724e-003
3875	9.1709e-003
3876	9.1723e-003
3877	9.1709e-003
3878	9.1724e-003
3879	9.1709e-003
3880	9.1723e-003
3881	9.1708e-003
3882	9.1723e-003
3883	9.1708e-003
3884	9.1722e-003
3885	9.1708e-003
3886	9.1722e-003
3887	9.1707e-003
3888	9.1722e-003
3889	9.1707e-003
3890	9.1722e-003
3891	9.1707e-003
3892	9.1721e-003
3893	9.1707e-003
3894	9.1721e-003
3895	9.1706e-003
3896	9.1721e-003
3897	9.1706e-003
3898	9.1721e-003
3899	9.1706e-003
3900	9.172e-003
3901	9.1706e-003
3902	9.172e-003
3903	9.1706e-003
3904	9.172e-003
3905	9.1705e-003
3906	9.172e-003
3907	9.1705e-003
3908	9.1719e-003
3909	9.1705e-003
3910	9.1719e-003
3911	9.1705e-003
3912	9.1719e-003
3913	9.1705e-003
3914	9.172e-003
3915	9.1705e-003
3916	9.1719e-003
3917	9.1704e-003
3918	9.1719e-003
3919	9.1704e-003
3920	9.1718e-003
3921	9.1704e-003
3922	9.1719e-003
3923	9.1704e-003
3924	9.1718e-003
3925	9.1704e-003
3926	9.1718e-003
3927	9.1704e-003
3928	9.1717e-003
3929	9.1704e-003
3930	9.1718e-003
3931	9.1703e-003
3932	9.1717e-003
3933	9.1703e-003
3934	9.1718e-003
