Node Number	Equivalent (von-Mises) Stress (MPa)
1343	19.325
1344	19.513
1345	19.543
1346	19.739
1347	19.774
1348	19.834
1349	17.035
1350	16.67
1351	16.611
1352	16.687
1353	16.349
1354	16.091
1355	15.622
1356	15.429
1357	15.211
1358	14.786
1359	14.598
1360	13.845
1361	13.077
1362	12.8
1363	12.533
1364	11.957
1365	11.692
1366	11.431
1367	10.656
1368	10.198
1369	9.9841
1370	9.7718
1371	8.5973
1372	8.3414
1373	7.3762
1374	7.2945
1375	6.7705
1376	4.7295
1377	8.3533
1378	8.6532
1379	8.9441
1380	9.0558
1381	9.1081
1382	9.2114
1383	9.6825
1384	9.9864
1385	10.122
1386	10.308
1387	10.546
1388	10.738
1389	10.913
1390	11.147
1391	11.365
1392	11.528
1393	11.744
1394	13.339
1395	13.67
1396	14.007
1397	14.49
1398	14.23
1399	14.663
1400	15.253
1401	15.671
1402	16.529
1403	16.195
1404	16.606
1405	17.012
1406	15.832
1407	16.711
1408	16.388
1409	16.116
1410	15.825
1411	15.627
1412	15.47
1413	15.273
1414	15.061
1415	14.574
1416	14.038
1417	13.198
1418	12.796
1419	12.377
1420	12.009
1421	11.283
1422	9.235
1423	8.9413
1424	8.5372
1425	6.9365
1426	5.8096
1427	3.8201
1428	1.5539
1429	1.325
1430	2.0674
1431	3.1668
1432	2.2261
1433	4.6689
1434	2.5816
1435	2.4165
1436	1.851
1437	1.1262
1438	1.1262
1439	0.95442
1440	5.5677
1441	12.863
1442	2.1647
1443	2.207
1444	13.723
1445	13.317
1446	12.956
1447	17.254
1448	17.103
1449	16.817
1450	17.009
1451	19.187
1452	12.384
1453	17.24
1454	12.6
1455	4.2847
1456	4.2507
1457	7.1576
1458	1.4437
1459	1.2403
1460	1.0879
1461	0.95359
1462	0.88438
1463	0.82302
1464	0.79675
1465	0.73833
1466	0.78384
1467	0.79059
1468	0.83132
1469	0.84842
1470	0.86388
1471	0.9006
1472	0.92875
1473	0.93855
1474	1.0476
1475	1.0559
1476	1.0845
1477	1.0782
1478	1.1465
1479	1.1809
1480	1.2179
1481	1.1672
1482	1.199
1483	1.1874
1484	1.2103
1485	1.2817
1486	1.3107
1487	1.2973
1488	1.3585
1489	1.4692
1490	1.559
1491	1.6092
1492	1.7086
1493	1.9098
1494	2.1698
1495	2.7872
1496	2.932
1497	3.2713
1498	3.6648
1499	4.0369
1500	4.3799
1501	4.7593
1502	4.7357
1503	4.6256
1504	4.0725
1505	4.419
1506	2.4135
1507	1.7815
1508	1.9346
1509	2.0337
1510	1.5829
1511	1.2982
1512	4.5381
1513	4.901
1514	5.3
1515	6.12
1516	6.8236
1517	8.1013
1518	8.7775
1519	10.537
1520	12.082
1521	12.654
1522	13.415
1523	13.963
1524	14.68
1525	14.895
1526	15.093
1527	15.514
1528	15.708
1529	16.538
1530	16.8
1531	17.009
1532	17.406
1533	17.479
1534	17.253
1535	17.078
1536	16.614
1537	16.955
1538	17.863
1539	17.867
1540	17.884
1541	17.446
1542	17.147
1543	17.393
1544	17.338
1545	16.683
1546	15.271
1547	15.055
1548	15.178
1549	15.056
1550	14.716
1551	14.408
1552	14.125
1553	14.173
1554	13.077
1555	12.798
1556	12.397
1557	12.08
1558	11.538
1559	11.225
1560	10.59
1561	10.298
1562	9.4137
1563	8.702
1564	8.3629
1565	7.8959
1566	8.003
1567	7.6158
1568	7.4447
1569	7.1275
1570	6.3133
1571	5.8702
1572	5.8964
1573	6.0281
1574	6.161
1575	6.2912
1576	6.4094
1577	6.5055
1578	6.5501
1579	6.4702
1580	6.6704
1581	6.8937
1582	7.0639
1583	7.1466
1584	7.2852
1585	7.4762
1586	8.127
1587	8.3648
1588	8.6059
1589	8.8604
1590	9.12
1591	9.381
1592	9.6692
1593	9.9396
1594	10.219
1595	10.515
1596	10.846
1597	11.138
1598	11.432
1599	11.73
1600	12.064
1601	12.612
1602	12.835
1603	13.07
1604	13.384
1605	13.625
1606	13.877
1607	14.153
1608	14.682
1609	14.47
1610	14.871
1611	15.094
1612	15.247
1613	16.537
1614	16.758
1615	16.855
1616	17.232
1617	17.106
1618	17.216
1619	17.562
1620	17.802
1621	18.212
1622	18.277
1623	18.422
1624	18.75
1625	19.373
1626	19.802
1627	19.877
1628	19.889
1629	19.984
1630	19.905
1631	19.812
1632	19.84
1633	19.726
1634	19.584
1635	19.612
1636	19.504
1637	19.436
1638	19.405
1639	19.379
1640	19.353
1641	19.313
1642	19.285
1643	19.293
1644	19.288
1645	19.277
1646	19.278
1647	19.273
1648	19.265
1649	19.279
1650	19.274
1651	19.263
1652	19.263
1653	19.265
1654	19.274
1655	19.277
1656	19.282
1657	19.289
1658	19.284
1659	19.295
1660	19.298
1661	19.287
1662	19.268
1663	19.282
1664	19.265
1665	19.259
1666	19.26
1667	19.262
1668	19.257
1669	6.9638
1670	6.4711
1671	6.5194
1672	6.5347
1673	6.7172
1674	6.8265
1675	6.8999
1676	4.772
1677	3.6307
1678	4.1033
1679	5.2237
1680	0.64471
1681	0.61957
1682	0.55847
1683	0.50569
1684	0.48261
1685	0.4539
1686	0.44275
1687	0.44226
1688	0.4226
1689	0.40681
1690	0.41828
1691	0.43154
1692	0.42487
1693	0.43302
1694	0.43442
1695	0.44483
1696	0.45538
1697	0.46926
1698	0.48099
1699	0.50923
1700	0.5234
1701	0.54218
1702	0.55865
1703	0.58138
1704	0.58818
1705	0.60426
1706	0.61362
1707	0.62945
1708	0.64813
1709	0.66111
1710	0.68012
1711	0.69869
1712	0.71733
1713	0.73392
1714	0.75598
1715	0.76451
1716	0.79932
1717	0.80909
1718	0.82613
1719	0.83663
1720	0.84445
1721	0.85179
1722	0.85114
1723	0.85914
1724	0.8788
1725	0.88056
1726	0.90046
1727	0.91069
1728	0.92344
1729	0.93605
1730	0.93815
1731	0.9539
1732	0.98615
1733	1.002
1734	1.0491
1735	1.0722
1736	1.2705
1737	1.3751
1738	2.7695
1739	2.9672
1740	3.1978
1741	3.6291
1742	3.8544
1743	4.0449
1744	4.7276
1745	4.6874
1746	4.5541
1747	4.2365
1748	2.5242
1749	3.283
1750	4.9558
1751	8.4779
1752	7.2663
1753	5.6162
1754	3.8033
1755	2.8542
1756	2.6665
1757	2.7813
1758	3.0913
1759	4.3702
1760	4.7092
1761	5.007
1762	5.2939
1763	5.5379
1764	5.8584
1765	6.1817
1766	6.4364
1767	6.8045
1768	7.0825
1769	7.342
1770	7.6349
1771	7.9262
1772	8.2013
1773	8.485
1774	8.7779
1775	9.1058
1776	9.3844
1777	9.6966
1778	9.9685
1779	10.183
1780	10.855
1781	11.159
1782	11.849
1783	12.136
1784	12.425
1785	12.739
1786	13.04
1787	13.39
1788	13.71
1789	14.125
1790	14.377
1791	14.704
1792	15.004
1793	15.351
1794	15.565
1795	15.799
1796	15.971
1797	16.117
1798	16.308
1799	16.481
1800	16.642
1801	16.814
1802	17.011
1803	17.221
1804	17.338
1805	17.367
1806	17.459
1807	17.564
1808	17.618
1809	17.654
1810	17.61
1811	17.65
1812	17.657
1813	17.718
1814	17.788
1815	17.814
1816	17.841
1817	17.821
1818	17.79
1819	17.724
1820	17.635
1821	17.532
1822	17.408
1823	17.276
1824	16.896
1825	16.704
1826	16.476
1827	16.24
1828	15.979
1829	15.068
1830	14.68
1831	14.376
1832	14.122
1833	13.899
1834	13.673
1835	13.438
1836	13.206
1837	12.993
1838	12.816
1839	12.696
1840	12.224
1841	12.021
1842	11.826
1843	11.647
1844	11.475
1845	11.255
1846	11.031
1847	10.619
1848	10.411
1849	10.172
1850	9.8833
1851	9.7308
1852	9.7715
1853	9.6972
1854	9.3833
1855	9.2453
1856	9.0232
1857	8.9217
1858	8.8955
1859	8.8356
1860	8.8309
1861	8.8369
1862	8.8252
1863	8.7859
1864	8.7314
1865	8.8223
1866	9.0658
1867	9.7063
1868	9.8771
1869	10.119
1870	10.389
1871	10.719
1872	11.055
1873	11.456
1874	12.285
1875	12.74
1876	12.901
1877	13.106
1878	14.055
1879	14.657
1880	15.293
1881	15.861
1882	16.353
1883	17.22
1884	17.606
1885	17.722
1886	17.716
1887	16.895
1888	15.113
1889	10.678
1890	12.004
1891	14.64
1892	17.145
1893	18.342
1894	18.64
1895	18.457
1896	18.046
1897	17.045
1898	16.695
1899	15.164
1900	14.667
1901	14.198
1902	13.405
1903	13.112
1904	12.836
1905	12.202
1906	11.92
1907	11.674
1908	11.283
1909	11.141
1910	11.003
1911	10.77
1912	10.676
1913	10.573
1914	10.576
1915	10.602
1916	10.72
1917	10.768
1918	10.853
1919	10.981
1920	11.104
1921	11.238
1922	11.33
1923	11.528
1924	11.716
1925	11.881
1926	12.023
1927	12.066
1928	12.187
1929	12.361
1930	12.716
1931	12.906
1932	13.11
1933	13.447
1934	13.6
1935	13.783
1936	14.17
1937	14.332
1938	14.487
1939	14.852
1940	15.046
1941	15.202
1942	15.474
1943	15.763
1944	16.047
1945	16.282
1946	16.454
1947	16.85
1948	16.741
1949	17.487
1950	18.03
1951	18.211
1952	18.394
1953	18.54
1954	18.689
1955	18.827
1956	18.922
1957	19.038
1958	19.149
1959	19.195
1960	19.307
1961	19.379
1962	19.446
1963	19.522
1964	19.585
1965	19.614
1966	19.656
1967	19.7
1968	19.723
1969	19.745
1970	19.745
1971	19.742
1972	19.735
1973	19.807
1974	19.807
1975	19.803
1976	19.79
1977	19.787
1978	19.771
1979	19.756
1980	19.734
1981	19.709
1982	19.684
1983	19.705
1984	19.654
1985	19.635
1986	19.618
1987	19.6
1988	19.58
1989	19.556
1990	19.529
1991	19.5
1992	19.471
1993	19.482
1994	19.456
1995	19.447
1996	19.438
1997	19.415
1998	19.397
1999	19.38
2000	19.367
2001	19.35
2002	19.315
2003	19.292
2004	19.29
2005	19.278
2006	19.266
2007	19.257
2008	19.245
2009	19.231
2010	19.213
2011	19.26
2012	19.235
2013	19.22
2014	19.219
2015	19.216
2016	19.21
2017	19.209
2018	19.204
2019	19.204
2020	19.216
2021	19.196
2022	19.197
2023	19.199
2024	19.196
2025	19.199
2026	19.2
2027	19.201
2028	19.201
2029	19.205
2030	19.208
2031	19.215
2032	19.202
2033	19.206
2034	19.21
2035	19.21
2036	19.207
